SOSR_CODE_2021,P_15_19_Num_chld_evr_brn_Nne,P_15_19_Num_chld_evr_brn_1,P_15_19_Num_chld_evr_brn_2,P_15_19_Num_chld_evr_brn_3,P_15_19_Num_chld_evr_brn_4,P_15_19_Num_chld_evr_brn_5,P_15_19_Num_chd_evr_brn_6_mr,P_15_19_Num_chld_evr_brn_ns,P_15_19_yrs_Total,P_20_24_Num_chld_evr_brn_Nne,P_20_24_Num_chld_evr_brn_1,P_20_24_Num_chld_evr_brn_2,P_20_24_Num_chld_evr_brn_3,P_20_24_Num_chld_evr_brn_4,P_20_24_Num_chld_evr_brn_5,P_20_24_Num_chd_evr_brn_6_mr,P_20_24_Num_chld_evr_brn_ns,P_20_24_yrs_Total,P_25_29_Num_chld_evr_brn_Nne,P_25_29_Num_chld_evr_brn_1,P_25_29_Num_chld_evr_brn_2,P_25_29_Num_chld_evr_brn_3,P_25_29_Num_chld_evr_brn_4,P_25_29_Num_chld_evr_brn_5,P_25_29_Num_chd_evr_brn_6_mr,P_25_29_Num_chld_evr_brn_ns,P_25_29_yrs_Total,P_30_34_Num_chld_evr_brn_Nne,P_30_34_Num_chld_evr_brn_1,P_30_34_Num_chld_evr_brn_2,P_30_34_Num_chld_evr_brn_3,P_30_34_Num_chld_evr_brn_4,P_30_34_Num_chld_evr_brn_5,P_30_34_Num_chd_evr_brn_6_mr,P_30_34_Num_chld_evr_brn_ns,P_30_34_yrs_Total,P_35_39_Num_chld_evr_brn_Nne,P_35_39_Num_chld_evr_brn_1,P_35_39_Num_chld_evr_brn_2,P_35_39_Num_chld_evr_brn_3,P_35_39_Num_chld_evr_brn_4,P_35_39_Num_chld_evr_brn_5,P_35_39_Num_chd_evr_brn_6_mr,P_35_39_Num_chld_evr_brn_ns,P_35_39_yrs_Total,P_40_44_Num_chld_evr_brn_Nne,P_40_44_Num_chld_evr_brn_1,P_40_44_Num_chld_evr_brn_2,P_40_44_Num_chld_evr_brn_3,P_40_44_Num_chld_evr_brn_4,P_40_44_Num_chld_evr_brn_5,P_40_44_Num_chd_evr_brn_6_mr,P_40_44_Num_chld_evr_brn_ns,P_40_44_yrs_Total,P_45_49_Num_chld_evr_brn_Nne,P_45_49_Num_chld_evr_brn_1,P_45_49_Num_chld_evr_brn_2,P_45_49_Num_chld_evr_brn_3,P_45_49_Num_chld_evr_brn_4,P_45_49_Num_chld_evr_brn_5,P_45_49_Num_chd_evr_brn_6_mr,P_45_49_Num_chld_evr_brn_ns,P_45_49_yrs_Total,P_50_54_Num_chld_evr_brn_Nne,P_50_54_Num_chld_evr_brn_1,P_50_54_Num_chld_evr_brn_2,P_50_54_Num_chld_evr_brn_3,P_50_54_Num_chld_evr_brn_4,P_50_54_Num_chld_evr_brn_5,P_50_54_Num_chd_evr_brn_6_mr,P_50_54_Num_chld_evr_brn_ns,P_50_54_yrs_Total,P_55_59_Num_chld_evr_brn_Nne,P_55_59_Num_chld_evr_brn_1,P_55_59_Num_chld_evr_brn_2,P_55_59_Num_chld_evr_brn_3,P_55_59_Num_chld_evr_brn_4,P_55_59_Num_chld_evr_brn_5,P_55_59_Num_chd_evr_brn_6_mr,P_55_59_Num_chld_evr_brn_ns,P_55_59_yrs_Total,P_60_64_Num_chld_evr_brn_Nne,P_60_64_Num_chld_evr_brn_1,P_60_64_Num_chld_evr_brn_2,P_60_64_Num_chld_evr_brn_3,P_60_64_Num_chld_evr_brn_4,P_60_64_Num_chld_evr_brn_5,P_60_64_Num_chd_evr_brn_6_mr,P_60_64_Num_chld_evr_brn_ns,P_60_64_yrs_Total,P_65_69_Num_chld_evr_brn_Nne,P_65_69_Num_chld_evr_brn_1,P_65_69_Num_chld_evr_brn_2,P_65_69_Num_chld_evr_brn_3,P_65_69_Num_chld_evr_brn_4,P_65_69_Num_chld_evr_brn_5,P_65_69_Num_chd_evr_brn_6_mr,P_65_69_Num_chld_evr_brn_ns,P_65_69_yrs_Total,P_70_74_Num_chld_evr_brn_Nne,P_70_74_Num_chld_evr_brn_1,P_70_74_Num_chld_evr_brn_2,P_70_74_Num_chld_evr_brn_3,P_70_74_Num_chld_evr_brn_4,P_70_74_Num_chld_evr_brn_5,P_70_74_Num_chd_evr_brn_6_mr,P_70_74_Num_chld_evr_brn_ns,P_70_74_yrs_Total,P_75_79_Num_chld_evr_brn_Nne,P_75_79_Num_chld_evr_brn_1,P_75_79_Num_chld_evr_brn_2,P_75_79_Num_chld_evr_brn_3,P_75_79_Num_chld_evr_brn_4,P_75_79_Num_chld_evr_brn_5,P_75_79_Num_chd_evr_brn_6_mr,P_75_79_Num_chld_evr_brn_ns,P_75_79_yrs_Total,P_80_84_Num_chld_evr_brn_Nne,P_80_84_Num_chld_evr_brn_1,P_80_84_Num_chld_evr_brn_2,P_80_84_Num_chld_evr_brn_3,P_80_84_Num_chld_evr_brn_4,P_80_84_Num_chld_evr_brn_5,P_80_84_Num_chd_evr_brn_6_mr,P_80_84_Num_chld_evr_brn_ns,P_80_84_yrs_Total,P_85_ov_Num_chld_evr_brn_Nne,P_85_ov_Num_chld_evr_brn_1,P_85_ov_Num_chld_evr_brn_2,P_85_ov_Num_chld_evr_brn_3,P_85_ov_Num_chld_evr_brn_4,P_85_ov_Num_chld_evr_brn_5,P_85_ov_Num_chd_evr_brn_6_mr,P_85_ov_Num_chld_evr_brn_ns,P_85ov_Total,Tot_Nmbr_child_ever_born_None,Tot_Nmbr_children_ever_born_1,Tot_Nmbr_children_ever_born_2,Tot_Nmbr_children_ever_born_3,Tot_Nmbr_children_ever_born_4,Tot_Nmbr_children_ever_born_5,Tot_Nmbr_chidrn_ever_brn_6_mr,Tot_Nmbr_childrn_ever_born_Ns,Total_Total
SOSR521,757,21,6,0,0,0,0,165,953,528,114,64,10,4,0,0,133,847,456,187,172,75,17,7,0,124,1046,311,212,297,167,47,22,14,151,1227,179,166,354,216,110,26,30,141,1221,170,121,306,195,105,35,48,135,1115,159,143,332,174,82,36,37,133,1087,192,145,418,255,125,41,36,165,1390,176,139,388,292,129,45,53,146,1373,150,116,392,295,156,49,31,149,1332,108,89,376,295,125,56,35,140,1228,69,70,319,254,121,38,34,108,1014,51,48,179,177,94,33,26,98,712,14,19,87,128,82,36,24,65,457,16,8,58,96,97,39,38,73,436,3345,1599,3753,2620,1307,459,413,1939,15431
SOSR522,441,17,0,0,0,0,0,113,577,354,104,51,15,0,0,0,90,612,264,119,106,52,6,0,0,79,632,188,94,162,89,35,15,6,78,667,99,79,159,136,49,33,14,80,649,92,61,143,99,66,19,21,60,572,83,76,161,110,38,34,19,72,599,80,75,181,131,58,37,28,72,661,100,75,190,160,75,25,22,108,757,77,67,227,161,86,14,26,95,756,46,58,179,168,85,21,21,84,662,50,34,185,132,53,23,19,64,563,25,17,96,92,57,18,14,51,370,17,11,43,69,41,17,25,50,275,5,9,19,47,33,21,28,43,201,1931,892,1902,1457,694,282,245,1146,8560
SOSR531,3583,23,0,0,0,0,8,580,4187,2373,179,57,13,0,0,0,449,3081,1853,467,383,123,36,8,3,457,3324,1187,641,951,502,146,43,17,495,3987,745,543,1425,920,315,67,42,490,4545,581,473,1617,1102,345,97,64,490,4765,682,521,1972,1178,421,115,75,563,5535,754,600,2187,1316,508,143,92,539,6149,744,553,2155,1556,629,175,90,577,6486,641,483,2023,1593,653,181,81,512,6176,433,378,1667,1327,576,157,71,454,5063,242,240,1316,1003,459,147,73,379,3860,126,137,707,632,336,101,44,265,2350,42,45,267,324,217,109,65,146,1210,31,34,144,202,143,104,68,78,805,14022,5320,16873,11814,4790,1447,789,6476,61530
SOSR579,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,5,11,3,0,0,0,0,0,0,3,7,5,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,5,5,0,3,0,0,20,61
SOSR599,79,7,0,0,0,0,0,62,147,127,14,11,0,0,0,0,108,256,180,7,19,13,0,0,3,131,358,120,22,37,13,6,0,3,136,339,51,28,50,31,10,7,3,137,315,44,21,31,24,17,5,9,138,298,24,15,38,19,12,5,9,127,244,22,22,42,25,11,3,4,96,228,29,22,56,30,7,0,3,75,226,26,18,58,50,17,4,0,81,250,18,16,46,37,12,10,3,55,204,6,5,24,22,11,0,0,33,112,0,0,7,5,0,0,0,13,26,0,0,0,4,0,0,0,10,15,0,0,0,0,0,0,0,12,16,734,203,417,264,108,47,40,1222,3030
SOSR603,4678,35,10,0,0,0,3,406,5121,5185,351,138,27,3,0,0,460,6173,6221,998,539,157,51,15,5,575,8561,4091,1826,1345,465,140,38,17,426,8341,1867,1427,2172,821,251,93,53,344,7037,1168,1033,2126,872,324,104,87,243,5961,1093,918,2199,1016,332,115,82,213,5965,1002,887,2215,1090,366,120,76,242,5995,956,859,2220,1073,350,132,87,248,5926,944,790,2135,1304,467,150,73,266,6122,758,681,2041,1238,471,133,86,277,5684,612,507,1927,1255,430,138,64,322,5265,357,326,1288,985,411,131,84,300,3884,214,184,772,741,372,157,118,248,2798,242,200,696,708,466,236,196,349,3084,29381,11024,21828,11761,4426,1562,1033,4900,85913
SOSR611,2101,24,3,0,0,0,0,171,2302,2110,189,76,22,6,0,0,226,2625,2060,472,293,115,25,14,0,196,3174,1124,648,614,198,84,32,14,162,2876,586,458,811,406,138,46,33,117,2593,442,364,903,399,128,59,31,100,2432,423,347,906,488,187,85,42,102,2577,410,378,953,519,166,62,33,114,2636,359,309,903,526,181,64,43,111,2488,348,277,839,586,197,70,45,112,2474,285,259,871,537,200,68,27,138,2385,240,174,816,518,184,67,30,133,2165,160,127,563,437,184,58,37,145,1712,100,90,293,330,188,80,55,103,1232,127,98,281,345,213,97,88,161,1412,10878,4216,9122,5414,2077,806,481,2086,35084
SOSR612,1108,21,0,0,0,0,0,113,1241,973,176,55,17,0,0,0,83,1318,812,308,238,92,27,4,9,94,1582,452,275,350,159,62,32,10,93,1426,263,192,445,228,92,30,20,73,1341,183,189,432,243,115,37,37,66,1299,180,202,442,283,111,37,30,61,1348,188,217,535,310,134,46,33,60,1518,197,185,561,325,120,48,40,73,1547,193,161,534,363,146,53,34,87,1570,151,126,497,353,136,45,26,81,1406,154,126,446,368,151,52,23,121,1438,71,63,289,270,135,60,24,92,1009,54,33,150,167,135,60,40,93,738,58,47,166,156,123,62,57,112,785,5038,2315,5151,3330,1486,574,368,1306,19567
SOSR613,309,0,0,0,0,0,0,41,351,258,36,10,3,0,0,0,26,332,175,72,46,14,4,0,0,10,323,87,69,96,37,14,3,6,14,331,44,57,106,55,19,14,6,23,333,51,46,111,65,24,9,4,10,323,60,59,142,71,23,14,7,26,397,57,49,155,101,37,10,4,19,421,69,56,178,111,43,9,9,20,500,61,56,195,116,46,10,4,37,526,46,46,153,128,54,10,4,31,471,48,39,143,147,60,21,12,32,506,29,25,106,108,67,18,10,45,390,23,11,58,70,49,32,19,30,277,21,9,47,53,63,32,35,22,278,1326,627,1548,1073,497,182,111,400,5771
SOSR614,376,6,0,0,0,0,0,54,437,315,43,8,0,0,0,0,32,406,224,79,94,28,8,0,0,33,475,152,114,140,81,19,4,0,33,544,87,74,177,99,43,8,12,38,544,53,73,158,80,28,11,11,21,446,72,74,141,80,43,18,8,37,472,98,83,188,114,46,14,15,33,591,99,59,203,137,61,22,9,29,622,73,70,215,121,55,16,9,35,599,67,60,210,151,67,12,11,43,616,52,51,156,140,53,14,14,51,529,43,20,99,112,42,24,14,26,377,20,16,62,63,54,25,20,36,299,10,15,40,45,47,16,18,30,222,1751,837,1895,1259,568,192,133,537,7173
SOSR615,1378,23,0,0,0,0,0,131,1527,1244,169,55,10,0,0,0,107,1591,994,376,290,106,26,6,0,115,1920,572,485,518,239,66,17,9,91,2003,301,321,622,357,149,43,23,107,1913,223,231,604,337,139,44,36,77,1689,283,243,638,360,142,58,38,103,1874,345,296,747,407,150,48,36,123,2159,324,219,771,462,207,78,41,112,2209,336,233,850,565,216,55,41,145,2442,282,222,838,580,242,61,30,149,2404,185,186,814,595,245,92,28,187,2334,162,112,489,430,230,82,50,180,1740,77,65,268,280,206,94,73,161,1219,87,79,200,243,183,101,117,166,1180,6776,3271,7709,4974,2195,783,532,1966,28202
SOSR621,430,6,0,0,0,0,0,48,479,323,48,10,5,0,0,0,28,420,286,116,74,21,8,0,0,33,538,186,134,156,64,15,7,5,51,613,134,93,235,92,29,14,3,37,637,87,74,222,102,30,17,9,38,579,113,80,250,137,36,23,9,32,678,110,117,252,133,55,21,11,55,755,130,122,297,172,68,21,10,46,872,123,93,347,209,81,26,10,62,944,92,99,317,186,85,24,11,67,869,74,72,256,195,71,21,8,54,755,45,29,155,117,62,16,12,71,515,29,24,72,77,60,26,14,44,334,15,15,46,69,48,11,26,36,270,2183,1107,2700,1574,660,216,131,686,9263
SOSR622,187,0,0,0,0,0,0,20,214,111,23,9,0,0,0,0,17,160,103,39,36,11,0,0,0,15,202,71,37,54,27,16,0,0,14,212,39,38,72,33,16,5,0,11,218,39,25,87,41,20,3,0,13,243,50,34,89,48,16,5,8,18,265,55,45,124,65,20,11,6,26,335,66,51,135,79,31,6,4,29,401,66,40,158,103,35,12,12,26,448,53,53,123,94,32,9,0,31,401,37,28,123,83,36,11,3,38,358,21,16,71,45,31,13,4,28,221,11,11,30,26,12,17,6,19,134,6,8,27,23,13,10,10,32,134,913,452,1133,686,274,91,62,341,3945
SOSR631,2486,11,0,0,0,0,0,320,2821,1725,154,74,10,3,0,0,189,2146,1291,401,323,107,19,4,4,195,2347,821,541,728,316,100,23,13,198,2736,615,422,1085,592,182,51,41,204,3187,471,395,1140,614,231,78,53,195,3183,570,456,1245,680,254,82,56,192,3538,726,521,1453,827,308,101,68,277,4275,704,508,1566,900,371,104,54,284,4494,671,455,1606,1032,439,144,82,312,4738,498,354,1272,842,378,102,56,257,3754,307,272,963,671,316,97,40,259,2937,145,121,460,412,209,89,45,152,1637,68,54,163,237,130,51,49,118,865,28,41,110,123,97,54,46,76,571,11125,4708,12185,7351,3034,981,605,3222,43220
SOSR679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR699,44,3,0,0,0,0,0,10,48,36,4,0,0,0,0,0,7,53,24,11,4,0,0,0,0,8,45,19,5,6,5,3,0,0,8,43,13,5,8,7,0,0,0,10,42,10,11,9,9,4,0,0,15,56,12,4,4,3,3,0,0,6,26,13,11,4,9,0,0,3,7,47,9,3,12,3,8,0,0,11,57,7,4,12,0,3,0,0,10,42,8,0,5,10,0,0,0,14,34,3,5,6,3,0,0,0,14,36,0,0,6,3,0,0,0,5,8,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,199,62,74,53,24,13,5,125,561
SOSR703,2784,29,5,0,0,0,0,388,3204,2915,286,83,18,10,0,0,461,3779,3843,792,480,142,43,6,3,640,5937,2750,1340,1050,415,112,43,24,555,6298,1403,1025,1552,628,209,58,52,480,5407,864,739,1468,698,259,84,60,409,4589,672,622,1231,639,270,78,80,344,3934,596,504,1154,671,275,93,68,291,3662,549,390,947,642,251,85,55,263,3183,379,330,853,583,255,75,53,227,2758,237,226,678,469,217,80,47,167,2109,167,181,495,368,188,73,49,153,1687,95,76,278,207,118,35,42,81,938,51,39,134,127,82,44,49,92,622,20,29,71,66,57,39,52,74,414,17334,6627,10488,5676,2361,793,623,4618,48524
SOSR712,579,28,0,0,0,0,0,85,689,457,77,27,9,0,0,0,66,638,742,142,111,47,19,3,0,122,1180,613,279,235,87,43,21,8,104,1394,291,214,305,135,54,20,15,82,1124,180,131,233,143,72,29,19,78,875,161,107,220,125,58,24,21,62,783,154,132,248,167,59,28,25,77,883,152,89,219,155,67,26,18,58,787,101,80,204,117,58,33,18,53,670,70,51,134,105,49,24,19,48,496,40,30,78,67,32,16,13,35,309,23,20,44,42,20,4,15,18,190,16,11,32,23,18,11,11,16,126,16,12,14,22,17,8,12,21,124,3604,1397,2106,1241,563,244,196,931,10276
SOSR714,103,5,0,0,0,0,0,35,147,140,22,7,0,0,0,0,33,208,182,31,34,21,7,0,0,48,323,119,41,54,37,10,3,0,41,315,54,39,58,25,18,4,8,34,247,25,17,46,32,16,7,5,43,196,24,20,42,25,15,8,10,30,175,21,28,49,29,13,11,9,25,190,17,15,45,27,14,5,5,16,151,18,17,42,24,15,10,13,24,164,4,10,33,21,6,4,0,17,92,0,4,19,7,5,3,0,13,61,0,5,3,5,4,8,5,7,33,0,0,0,6,0,3,3,3,18,3,0,0,0,4,0,3,9,17,722,256,437,264,130,63,68,385,2327
SOSR715,440,45,0,0,0,0,0,236,724,315,186,36,8,3,0,0,146,705,290,196,144,53,15,0,3,162,852,217,147,170,109,43,13,5,128,832,129,81,173,121,73,47,24,133,787,85,60,122,106,72,45,31,94,614,81,55,95,91,66,35,35,66,533,72,68,88,102,68,33,27,81,542,57,37,79,76,40,17,20,72,404,38,33,56,51,54,21,15,52,328,22,25,32,26,22,15,15,46,206,12,8,15,7,7,7,10,15,77,9,3,3,7,0,3,4,10,38,0,4,7,0,9,3,8,3,38,3,0,3,4,0,0,3,6,16,1770,951,1021,757,485,251,206,1244,6681
SOSR721,356,39,4,0,0,0,0,116,511,284,120,37,12,3,0,3,87,546,242,112,91,52,9,4,4,56,572,150,114,141,77,36,17,4,78,610,105,77,117,88,54,17,14,45,525,57,36,85,70,43,32,20,50,395,69,44,69,68,41,15,15,41,369,62,42,87,78,52,24,23,47,405,46,32,59,62,43,24,21,37,326,26,25,65,51,29,27,16,38,269,17,12,26,30,29,14,12,30,169,6,9,9,18,12,5,12,11,85,4,0,4,3,9,6,7,4,38,3,0,3,3,0,0,3,3,20,0,0,0,4,6,0,3,0,16,1432,658,803,610,358,188,161,653,4858
SOSR722,264,27,0,0,0,0,0,166,458,197,121,44,13,3,0,0,122,490,148,110,108,57,14,4,0,96,531,95,69,105,69,39,17,8,94,493,77,60,65,82,53,24,11,74,451,53,39,60,56,47,23,20,58,356,74,30,56,59,40,27,17,56,354,62,48,73,51,47,21,16,65,382,53,31,57,41,28,19,27,71,328,30,25,54,68,27,11,17,38,275,32,18,31,33,20,19,8,44,198,13,13,26,26,19,8,15,26,146,4,5,8,11,8,7,11,10,57,3,0,3,4,3,3,0,5,36,0,6,0,0,0,0,3,3,11,1100,588,695,560,345,176,162,934,4563
SOSR731,781,20,7,0,0,0,0,240,1050,621,110,48,13,0,0,0,229,1016,500,164,132,67,14,0,3,208,1081,329,206,240,130,40,15,3,207,1175,201,159,353,191,78,28,14,191,1210,164,134,320,167,87,28,20,198,1119,183,109,337,203,104,40,29,173,1167,177,113,356,227,111,48,31,192,1256,140,113,310,204,82,41,34,170,1092,93,92,243,196,99,38,34,138,926,81,66,166,148,68,31,19,122,705,38,29,129,101,58,26,23,83,487,21,10,73,42,24,9,17,44,233,5,7,26,21,22,5,12,12,113,7,0,5,11,4,6,6,11,60,3325,1332,2750,1726,780,321,240,2204,12684
SOSR779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11
SOSR799,31,4,0,0,0,0,0,30,64,39,13,9,0,0,0,0,36,99,94,10,13,0,0,0,0,70,185,58,15,10,12,4,0,0,72,175,26,7,30,12,8,6,0,62,145,14,6,27,15,6,0,3,45,122,18,8,4,12,5,3,0,84,139,21,5,27,10,8,5,0,67,142,18,9,23,18,8,3,3,61,138,7,14,25,17,11,6,0,54,139,6,5,28,10,4,3,3,24,89,0,0,7,0,0,3,0,8,25,0,0,8,4,0,0,0,4,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,325,103,211,110,63,25,15,629,1486
SOSR802,11812,36,3,3,0,0,0,1006,12864,15108,439,134,18,7,0,0,1385,17090,15073,1963,898,253,64,16,8,1193,19472,9510,4281,3472,920,231,63,35,941,19453,4982,3843,6526,2090,502,117,74,737,18865,3159,2642,6337,2488,612,171,100,559,16068,2579,2232,5887,2501,732,190,113,497,14736,2327,2028,5289,2392,737,172,119,453,13523,2003,1699,4635,2401,795,196,99,375,12217,1605,1530,4154,2360,822,203,127,376,11170,1170,1181,3670,2263,840,215,100,397,9837,975,990,3438,2183,822,214,132,372,9137,542,559,2252,1575,660,228,129,323,6277,288,323,1198,1165,607,217,169,292,4261,285,311,1063,1000,658,276,291,428,4313,71422,24064,48964,23617,8093,2283,1496,9338,189264
SOSR822,15,0,0,0,0,0,0,4,22,15,0,0,0,0,0,0,0,17,6,0,0,0,0,0,0,0,10,7,4,0,0,0,0,0,0,12,0,7,16,0,0,0,0,0,24,3,3,11,8,0,0,0,0,25,0,4,8,21,0,0,0,4,33,3,0,5,3,0,0,0,0,17,0,0,9,9,0,0,0,0,19,4,0,7,3,3,0,0,0,22,0,0,3,7,3,0,0,0,21,0,0,3,4,0,0,0,0,14,0,0,0,6,0,0,0,0,8,0,0,0,6,0,0,0,0,5,0,0,0,0,3,0,0,0,3,63,22,66,53,16,5,3,10,240
SOSR831,16,0,0,0,0,0,0,3,15,18,0,0,0,0,0,0,3,27,16,6,0,5,0,0,0,5,29,7,6,3,0,0,0,0,3,20,0,7,3,7,0,0,0,0,11,3,0,3,4,0,0,0,0,15,0,0,5,4,0,0,0,6,14,4,0,6,3,3,0,0,3,23,0,0,3,3,0,0,0,4,16,0,0,6,8,4,0,0,0,24,3,0,6,0,0,0,0,4,7,0,0,3,0,0,0,0,0,8,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,75,17,40,31,19,0,0,34,221
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR899,32,0,0,0,0,0,0,4,37,34,5,4,0,0,0,0,4,40,18,5,4,0,0,0,0,9,33,10,0,0,0,0,0,0,0,19,5,0,7,0,4,0,0,0,15,11,5,3,0,0,0,0,4,26,5,0,0,6,0,0,0,0,12,6,0,4,0,0,0,0,0,14,6,0,0,7,0,0,0,0,15,3,4,8,4,4,0,0,3,21,0,0,0,5,0,0,0,4,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,120,22,37,22,8,0,0,38,249
SOSR915,26,0,0,0,0,0,0,0,34,12,3,0,0,0,0,0,3,19,16,10,10,0,0,0,0,4,44,9,5,13,5,0,0,0,16,48,11,11,18,11,0,0,0,9,65,0,7,14,16,4,0,0,4,49,5,5,18,6,0,0,0,3,43,10,9,15,6,4,0,0,7,55,5,0,14,6,0,4,0,8,45,4,0,10,12,11,0,0,5,40,3,0,8,11,3,0,0,4,30,0,0,3,4,0,0,0,0,13,0,0,0,0,0,0,0,3,5,5,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,120,48,109,71,35,13,12,90,494
SOSR921,28,0,0,0,0,0,0,12,40,35,3,0,0,0,0,0,3,35,23,0,0,0,0,0,0,4,25,13,7,9,4,0,0,0,4,38,18,11,15,9,4,0,0,7,61,7,3,22,11,0,0,0,9,57,10,4,12,14,4,3,0,6,59,13,5,23,7,3,0,0,9,61,20,11,26,16,6,5,0,10,84,13,10,37,16,5,0,0,7,94,20,8,27,10,9,5,0,6,81,14,6,16,10,4,0,0,10,67,5,0,15,11,4,3,0,4,44,5,3,4,4,0,5,0,0,25,0,3,3,4,0,0,4,6,20,219,79,206,115,44,18,10,96,796
SOSR922,7,0,0,0,0,0,0,8,18,16,4,0,0,0,0,0,5,25,9,3,6,6,0,0,0,9,20,8,5,8,4,0,0,0,5,19,5,0,11,7,0,0,0,6,29,0,0,7,6,4,0,0,3,19,5,3,3,0,0,0,0,0,13,5,0,7,6,0,0,0,3,21,7,0,10,9,4,0,0,12,36,0,0,6,8,0,0,0,4,28,4,0,3,4,0,0,0,3,14,0,5,0,0,3,0,0,4,10,0,3,0,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,24,56,52,11,4,5,59,274
SOSR931,14,0,0,0,0,0,0,5,20,13,0,0,0,0,0,0,4,17,16,0,0,0,0,0,0,6,24,6,0,0,5,0,0,0,4,15,5,4,8,8,0,0,0,0,16,3,0,0,0,0,0,0,3,18,6,5,9,3,5,0,0,0,30,4,5,14,4,4,0,0,8,39,6,3,9,6,4,0,0,0,31,4,9,10,7,0,0,0,9,27,3,0,10,0,9,0,0,5,30,0,0,7,3,0,0,0,3,19,3,0,6,5,4,0,4,0,20,0,0,0,3,4,0,0,8,22,0,0,0,0,0,0,0,0,4,83,28,77,40,25,5,5,59,330
SOSR979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
