SOSR_CODE_2021,M_0_cond_0_14,M_0_cond_15_24,M_0_cond_25_34,M_0_cond_35_44,M_0_cond_45_54,M_0_cond_55_64,M_0_cond_65_74,M_0_cond_75_84,M_0_cond_85_over,M_0_cond_Tot,M_1_cond_0_14,M_1_cond_15_24,M_1_cond_25_34,M_1_cond_35_44,M_1_cond_45_54,M_1_cond_55_64,M_1_cond_65_74,M_1_cond_75_84,M_1_cond_85_over,M_1_cond_Tot,M_2_cond_0_14,M_2_cond_15_24,M_2_cond_25_34,M_2_cond_35_44,M_2_cond_45_54,M_2_cond_55_64,M_2_cond_65_74,M_2_cond_75_84,M_2_cond_85_over,M_2_cond_Tot,M_3_or_mo_cond_0_14,M_3_or_mo_cond_15_24,M_3_or_mo_cond_25_34,M_3_or_mo_cond_35_44,M_3_or_mo_cond_45_54,M_3_or_mo_cond_55_64,M_3_or_mo_cond_65_74,M_3_or_mo_cond_75_84,M_3_or_mo_cond_85_over,M_3_or_mo_cond_Tot,M_1m_cond_Tot_0_14,M_1m_cond_Tot_15_24,M_1m_cond_Tot_25_34,M_1m_cond_Tot_35_44,M_1m_cond_Tot_45_54,M_1m_cond_Tot_55_64,M_1m_cond_Tot_65_74,M_1m_cond_Tot_75_84,M_1m_cond_Tot_85_over,M_1m_cond_Tot_Tot,M_cond_NS_0_14,M_cond_NS_15_24,M_cond_NS_25_34,M_cond_NS_35_44,M_cond_NS_45_54,M_cond_NS_55_64,M_cond_NS_65_74,M_cond_NS_75_84,M_cond_NS_85_over,M_cond_NS_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_over,M_Tot_Tot,F_0_cond_0_14,F_0_cond_15_24,F_0_cond_25_34,F_0_cond_35_44,F_0_cond_45_54,F_0_cond_55_64,F_0_cond_65_74,F_0_cond_75_84,F_0_cond_85_over,F_0_cond_Tot,F_1_cond_0_14,F_1_cond_15_24,F_1_cond_25_34,F_1_cond_35_44,F_1_cond_45_54,F_1_cond_55_64,F_1_cond_65_74,F_1_cond_75_84,F_1_cond_85_over,F_1_cond_Tot,F_2_cond_0_14,F_2_cond_15_24,F_2_cond_25_34,F_2_cond_35_44,F_2_cond_45_54,F_2_cond_55_64,F_2_cond_65_74,F_2_cond_75_84,F_2_cond_85_over,F_2_cond_Tot,F_3_or_mo_cond_0_14,F_3_or_mo_cond_15_24,F_3_or_mo_cond_25_34,F_3_or_mo_cond_35_44,F_3_or_mo_cond_45_54,F_3_or_mo_cond_55_64,F_3_or_mo_cond_65_74,F_3_or_mo_cond_75_84,F_3_or_mo_cond_85_over,F_3_or_mo_cond_Tot,F_1m_cond_Tot_0_14,F_1m_cond_Tot_15_24,F_1m_cond_Tot_25_34,F_1m_cond_Tot_35_44,F_1m_cond_Tot_45_54,F_1m_cond_Tot_55_64,F_1m_cond_Tot_65_74,F_1m_cond_Tot_75_84,F_1m_cond_Tot_85_over,F_1m_cond_Tot_Tot,F_cond_NS_0_14,F_cond_NS_15_24,F_cond_NS_25_34,F_cond_NS_35_44,F_cond_NS_45_54,F_cond_NS_55_64,F_cond_NS_65_74,F_cond_NS_75_84,F_cond_NS_85_over,F_cond_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_0_cond_0_14,P_0_cond_15_24,P_0_cond_25_34,P_0_cond_35_44,P_0_cond_45_54,P_0_cond_55_64,P_0_cond_65_74,P_0_cond_75_84,P_0_cond_85_over,P_0_cond_Tot,P_1_cond_0_14,P_1_cond_15_24,P_1_cond_25_34,P_1_cond_35_44,P_1_cond_45_54,P_1_cond_55_64,P_1_cond_65_74,P_1_cond_75_84,P_1_cond_85_over,P_1_cond_Tot,P_2_cond_0_14,P_2_cond_15_24,P_2_cond_25_34,P_2_cond_35_44,P_2_cond_45_54,P_2_cond_55_64,P_2_cond_65_74,P_2_cond_75_84,P_2_cond_85_over,P_2_cond_Tot,P_3_or_mo_cond_0_14,P_3_or_mo_cond_15_24,P_3_or_mo_cond_25_34,P_3_or_mo_cond_35_44,P_3_or_mo_cond_45_54,P_3_or_mo_cond_55_64,P_3_or_mo_cond_65_74,P_3_or_mo_cond_75_84,P_3_or_mo_cond_85_over,P_3_or_mo_cond_Tot,P_1m_cond_Tot_0_14,P_1m_cond_Tot_15_24,P_1m_cond_Tot_25_34,P_1m_cond_Tot_35_44,P_1m_cond_Tot_45_54,P_1m_cond_Tot_55_64,P_1m_cond_Tot_65_74,P_1m_cond_Tot_75_84,P_1m_cond_Tot_85_over,P_1m_cond_Tot_Tot,P_cond_NS_0_14,P_cond_NS_15_24,P_cond_NS_25_34,P_cond_NS_35_44,P_cond_NS_45_54,P_cond_NS_55_64,P_cond_NS_65_74,P_cond_NS_75_84,P_cond_NS_85_over,P_cond_NS_Tot
SOSR611,5445,3626,4581,3253,2855,2256,1402,599,146,24177,858,835,984,866,1042,1175,1162,739,244,7904,83,147,195,198,305,448,605,459,179,2623,4,4,25,66,117,251,422,377,152,1423,945,985,1205,1133,1465,1873,2187,1578,576,11951,550,498,488,355,339,333,219,182,70,3041,6943,5114,6280,4738,4658,4467,3806,2358,794,39168,5508,3159,3980,2988,2879,2430,1693,714,243,23583,609,1090,1273,1229,1283,1325,1368,986,463,9633,51,244,346,355,465,538,681,583,311,3579,0,25,51,116,259,372,512,452,268,2053,662,1354,1669,1699,2012,2245,2568,2020,1041,15264,533,413,402,347,318,294,294,208,129,2937,6698,4928,6050,5027,5211,4964,4552,2943,1412,41778,10952,6789,8562,6238,5733,4686,3095,1315,387,47753,1469,1924,2260,2099,2322,2498,2536,1725,706,17544,132,394,543,550,769,992,1291,1042,488,6202,4,27,76,181,379,624,933,831,419,3475,1603,2340,2873,2834,3474,4116,4754,3599,1618,27214,1082,917,890,699,659,629,509,386,198,5975
SOSR612,2991,1772,2006,1450,1483,1310,850,402,78,12345,519,479,523,487,635,739,768,455,146,4763,42,79,102,125,203,289,376,306,99,1619,4,8,18,41,110,159,280,254,87,955,566,565,645,659,948,1180,1420,1006,338,7335,363,209,214,195,211,200,169,131,54,1747,3920,2548,2870,2305,2642,2690,2439,1540,472,21432,3034,1591,1806,1484,1477,1339,914,430,165,12241,423,604,715,678,703,895,870,562,230,5678,38,152,228,206,302,417,487,331,167,2328,5,12,40,90,180,271,380,273,150,1401,470,767,988,971,1188,1579,1740,1166,546,9402,366,200,211,178,201,202,188,152,76,1783,3867,2556,3007,2639,2866,3119,2846,1743,785,23428,6020,3365,3814,2943,2952,2648,1771,835,244,24584,949,1086,1246,1168,1335,1631,1640,1013,375,10435,83,229,336,332,509,704,865,629,268,3948,7,18,57,135,290,425,661,526,239,2355,1036,1333,1639,1629,2134,2758,3162,2170,879,16744,725,410,429,371,419,405,363,284,127,3535
SOSR613,779,469,438,379,389,445,309,142,51,3403,120,110,103,123,157,238,261,180,52,1345,11,16,23,22,55,83,129,99,34,468,0,0,4,8,26,47,80,82,36,280,138,127,126,159,238,367,465,357,117,2101,100,67,44,71,63,57,72,46,24,535,1013,669,606,606,691,872,847,542,188,6037,744,419,418,400,433,461,329,176,63,3446,79,173,145,162,221,298,300,242,106,1720,14,41,45,43,82,123,174,108,55,682,0,0,12,19,31,76,106,90,33,355,91,211,194,223,333,497,572,440,191,2761,81,54,37,41,55,70,69,58,24,481,920,686,651,663,820,1027,973,672,278,6688,1518,893,855,775,824,913,641,317,118,6849,208,279,250,287,374,535,558,420,156,3060,20,56,61,60,142,208,304,206,90,1157,0,0,13,31,53,126,179,169,63,643,230,341,324,380,570,866,1041,795,313,4860,174,124,80,108,117,125,139,99,41,1021
SOSR614,1165,643,655,582,491,604,361,141,27,4670,213,137,159,175,239,327,319,149,42,1759,16,28,25,47,69,121,157,119,33,622,0,0,7,9,23,76,136,93,36,366,226,173,191,233,331,517,614,360,107,2745,146,89,90,99,88,91,88,29,10,730,1534,897,938,912,912,1214,1059,527,144,8144,1114,531,608,539,522,530,390,165,48,4445,150,185,265,260,282,321,344,224,70,2097,10,38,47,88,109,178,190,131,46,847,0,0,14,14,65,105,128,109,41,479,160,224,328,363,458,605,665,461,161,3420,165,89,79,86,85,79,84,58,18,745,1436,844,1016,991,1061,1216,1142,683,222,8610,2276,1170,1267,1120,1011,1137,755,303,72,9120,356,324,421,434,522,646,666,370,110,3854,28,66,76,140,180,303,353,247,76,1467,0,0,21,27,90,176,256,200,74,849,385,391,520,600,788,1119,1276,815,267,6166,310,173,164,189,174,172,174,87,31,1471
SOSR615,4447,2384,2641,2146,2074,2051,1498,613,147,18005,691,549,638,667,800,1090,1327,706,226,6696,54,76,109,130,254,448,722,503,160,2450,3,4,14,40,112,280,484,439,138,1514,741,631,765,842,1167,1819,2531,1643,524,10664,498,302,283,301,314,325,343,194,91,2658,5685,3321,3688,3288,3552,4196,4374,2452,764,31321,4270,2033,2401,2095,2122,2139,1607,709,213,17593,540,694,932,889,991,1244,1476,999,345,8099,41,132,281,268,383,587,788,568,271,3320,0,13,51,67,223,354,545,438,235,1923,579,837,1258,1228,1594,2185,2808,2004,852,13348,500,246,261,273,314,325,321,251,112,2613,5351,3112,3927,3599,4031,4646,4744,2967,1180,33552,8717,4420,5042,4242,4191,4192,3106,1319,361,35596,1228,1243,1573,1560,1787,2336,2803,1702,576,14801,88,212,387,405,639,1030,1508,1071,436,5772,0,18,67,107,337,638,1035,874,373,3441,1319,1470,2027,2069,2756,4000,5343,3648,1383,24015,1002,545,545,579,626,648,666,448,203,5264
SOSR621,1416,743,816,800,826,849,613,242,36,6346,191,153,187,219,305,444,546,283,66,2398,16,24,29,37,86,164,217,170,39,790,0,3,4,16,31,107,152,123,39,463,202,181,224,271,418,716,919,571,140,3650,157,112,98,96,123,154,134,68,26,965,1783,1037,1136,1168,1370,1718,1663,878,201,10961,1425,611,748,742,783,855,598,213,51,6012,136,180,241,279,325,479,466,276,86,2467,14,41,61,83,150,221,268,152,58,1040,0,5,11,16,62,132,179,135,51,588,149,221,306,379,536,828,911,565,194,4093,165,70,88,96,105,137,119,81,28,889,1731,898,1150,1216,1430,1818,1625,857,270,10997,2843,1352,1563,1542,1607,1698,1212,454,90,12361,324,333,428,500,630,928,1015,556,150,4861,27,66,95,121,237,383,484,326,97,1829,0,9,15,29,84,241,335,257,86,1050,352,405,532,649,956,1551,1832,1138,341,7747,320,179,185,195,238,291,256,145,52,1853
SOSR622,542,271,281,287,337,407,329,100,18,2573,68,78,66,89,134,226,272,122,22,1058,4,10,12,23,39,76,105,66,14,352,0,0,0,9,16,46,86,52,23,232,68,83,79,119,195,345,461,244,56,1645,63,42,37,33,59,57,81,41,29,440,681,394,396,441,593,807,866,388,98,4659,544,249,262,279,298,386,277,103,21,2416,51,70,94,100,151,238,228,103,29,1060,5,10,23,32,62,98,115,56,27,435,0,0,9,9,42,58,72,51,18,258,52,80,126,145,254,396,416,209,74,1753,36,39,32,38,51,77,65,45,34,408,635,368,418,458,602,857,757,357,134,4578,1085,521,545,569,638,792,600,208,33,4992,120,145,159,189,286,461,496,218,50,2126,6,15,33,57,106,169,226,127,40,790,0,5,9,16,53,102,155,105,43,487,126,166,198,264,444,733,879,455,135,3402,105,78,65,68,112,138,143,84,60,845
SOSR631,7485,4176,3798,4096,4861,4997,3241,979,133,33767,898,797,757,1067,1545,2469,2420,1034,176,11169,44,95,116,215,420,899,1121,567,112,3591,4,8,12,36,167,433,660,418,92,1832,949,898,884,1323,2132,3799,4202,2022,392,16597,830,544,502,591,745,836,691,255,77,5055,9262,5613,5182,6007,7739,9634,8133,3249,600,55419,7261,3345,3260,3964,4570,4563,2661,760,118,30506,688,992,1070,1408,1766,2458,2059,824,178,11444,38,140,277,390,613,1002,912,456,125,3939,0,10,43,94,268,470,549,246,90,1785,729,1140,1385,1897,2656,3928,3516,1524,392,17163,735,476,439,507,591,740,515,214,53,4272,8724,4966,5084,6364,7815,9227,6690,2497,571,51943,14747,7522,7059,8056,9431,9561,5902,1738,253,64272,1593,1789,1822,2476,3313,4923,4481,1861,357,22612,85,229,384,607,1034,1898,2032,1021,239,7529,0,23,56,134,437,905,1206,667,188,3615,1677,2040,2267,3213,4780,7731,7721,3543,784,33759,1559,1017,940,1093,1337,1577,1201,468,132,9330
SOSR679,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,4,7,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
SOSR699,56,54,54,40,56,32,16,3,0,316,5,22,22,22,28,13,9,7,0,137,0,5,12,6,6,9,13,3,0,58,0,0,0,4,4,10,10,0,0,28,5,31,35,31,43,34,29,9,0,221,12,28,43,28,29,38,46,4,0,221,74,108,135,99,130,104,90,18,0,758,55,42,50,39,23,29,21,4,0,258,8,30,14,24,22,16,10,3,0,133,0,15,11,14,9,9,6,3,0,59,0,0,5,4,9,9,6,0,0,33,5,44,31,43,36,39,16,6,4,221,5,19,11,24,18,31,28,4,0,136,61,108,92,97,78,98,72,13,4,616,108,94,105,71,79,62,39,7,0,571,11,55,39,46,51,35,20,9,0,267,0,16,24,21,16,15,16,7,0,123,0,4,5,5,16,24,13,0,3,65,11,77,67,76,81,70,45,18,3,445,18,41,49,54,42,68,75,6,0,357
SOSR703,10448,5943,8813,6873,4962,3270,1638,477,72,42495,848,727,1093,1166,1350,1470,1162,468,104,8392,44,61,138,185,314,409,480,264,64,1957,0,6,15,49,99,226,299,178,44,919,896,803,1246,1399,1762,2107,1939,908,207,11272,1314,1042,1697,1345,1090,724,405,140,52,7814,12651,7790,11752,9620,7817,6100,3989,1528,336,61583,10234,5086,9004,7040,4841,3149,1620,453,76,41501,591,996,1646,1599,1472,1446,1085,487,121,9443,24,135,329,301,392,547,455,268,78,2523,4,11,34,66,137,222,309,189,82,1068,620,1142,2010,1968,2005,2215,1847,947,280,13041,1244,757,1225,990,745,572,332,161,62,6087,12100,6984,12239,9996,7592,5936,3797,1566,414,60623,20680,11034,17810,13911,9802,6416,3258,937,145,83996,1440,1724,2737,2768,2822,2911,2246,957,226,17832,71,196,465,489,707,957,933,533,137,4488,5,19,56,112,241,449,614,366,127,1986,1517,1941,3257,3370,3771,4324,3793,1853,491,24311,2556,1800,2918,2340,1837,1298,735,301,118,13898
SOSR712,2296,1056,1670,1425,966,754,327,73,9,8574,189,140,266,257,280,339,214,78,17,1775,4,8,33,40,65,97,100,45,7,398,0,9,8,9,18,49,66,35,13,212,193,156,305,304,365,486,380,155,38,2386,220,136,201,182,138,140,71,23,4,1118,2713,1339,2184,1906,1466,1382,780,252,48,12075,2163,972,1875,1387,1012,763,317,82,11,8585,131,215,384,358,369,372,239,88,34,2178,6,31,86,65,94,116,106,58,36,591,0,0,6,24,42,82,60,55,32,304,135,245,477,447,504,562,410,199,96,3075,210,108,221,174,149,136,75,41,13,1123,2503,1326,2576,2002,1665,1461,802,317,124,12776,4457,2022,3551,2809,1978,1513,646,158,22,17159,318,354,651,618,647,710,449,158,45,3952,8,36,122,107,159,211,209,100,36,990,0,7,17,28,65,131,130,93,49,515,331,398,786,752,868,1046,790,352,133,5455,429,244,425,353,288,278,144,58,18,2236
SOSR714,559,287,418,274,184,126,77,20,0,1946,31,39,44,58,56,81,53,23,3,387,0,0,13,13,18,25,19,17,4,104,0,0,3,0,9,13,21,10,0,54,38,40,58,67,80,121,90,44,9,550,130,68,99,81,52,51,34,12,0,521,725,393,573,420,317,298,197,77,16,3009,494,231,442,304,195,146,53,16,4,1887,31,48,83,61,71,87,46,18,6,456,3,6,15,9,28,30,14,10,0,119,0,0,0,0,13,22,17,3,3,57,35,58,97,72,115,134,81,34,6,634,116,62,97,65,48,39,14,7,3,452,644,355,637,440,365,316,150,50,17,2971,1058,515,863,574,376,275,129,32,8,3827,67,87,127,119,130,166,100,34,9,845,7,12,24,19,51,55,29,25,3,226,0,0,3,0,20,33,38,14,7,114,73,95,155,143,199,255,172,78,17,1186,239,125,192,147,102,87,51,16,3,968
SOSR715,1862,1230,1141,920,610,393,133,29,7,6325,153,154,135,222,215,173,91,24,0,1164,11,6,7,30,56,46,34,14,0,194,0,0,4,10,17,31,20,4,0,81,164,160,140,258,282,250,144,39,0,1437,271,133,214,152,123,102,43,11,3,1052,2294,1526,1498,1331,1013,739,327,77,10,8819,1771,1131,1258,942,615,310,108,23,6,6167,88,159,216,245,251,232,90,28,8,1301,3,11,23,48,78,76,30,11,5,280,0,6,3,15,31,25,23,8,3,111,97,177,234,309,352,336,138,43,13,1697,260,118,186,150,109,82,32,7,0,940,2120,1424,1687,1399,1072,728,282,77,16,8804,3634,2366,2398,1862,1224,704,239,57,13,12495,245,313,344,468,469,405,177,47,7,2464,17,14,32,75,127,124,62,19,5,472,0,6,4,26,42,57,44,10,3,190,255,334,381,570,632,584,287,77,12,3131,532,254,404,299,230,186,76,16,3,2000
SOSR721,1331,888,864,634,471,293,121,20,0,4619,81,87,92,132,158,139,61,22,0,776,3,9,6,12,31,31,33,10,0,135,0,0,0,0,10,13,11,11,0,40,84,95,102,148,194,183,97,38,5,947,120,52,113,78,69,69,32,7,0,540,1535,1036,1074,855,735,538,247,67,11,6106,1249,884,932,644,466,285,106,20,5,4582,76,105,138,172,176,166,75,20,5,940,0,11,20,33,51,64,26,12,3,215,0,0,0,8,16,18,12,8,0,66,79,113,160,221,244,252,115,37,13,1227,113,60,87,58,69,64,41,3,0,486,1437,1060,1177,919,775,592,253,57,16,6298,2584,1769,1795,1274,935,579,221,38,6,9201,164,193,236,303,331,302,135,41,10,1722,10,17,24,43,84,95,60,18,4,351,0,0,0,10,27,29,20,14,0,107,171,212,260,362,438,425,211,74,19,2179,228,114,200,135,138,130,70,7,0,1021
SOSR722,1329,829,735,557,392,253,116,33,6,4246,78,56,87,113,143,114,100,26,3,726,4,0,0,17,28,53,30,15,0,157,0,0,0,4,12,29,14,10,0,59,86,56,93,134,183,190,148,48,9,944,194,70,102,65,62,63,46,17,5,617,1607,950,926,750,642,508,314,99,17,5813,1181,779,779,541,392,265,117,29,0,4083,43,74,122,160,195,188,106,35,10,930,0,7,22,19,67,67,36,9,0,227,0,0,3,14,15,23,31,7,0,91,46,76,143,197,275,273,170,53,11,1248,164,93,105,69,74,63,44,6,0,625,1389,947,1028,807,739,599,341,91,11,5954,2509,1610,1515,1092,778,517,234,65,5,8333,118,125,211,276,345,301,205,61,12,1652,9,8,22,41,96,119,72,23,0,382,0,0,3,13,20,46,45,19,0,153,132,130,242,328,461,466,321,106,17,2191,357,165,202,138,140,128,92,25,0,1245
SOSR731,2739,1754,1711,1505,1593,1187,575,143,19,11233,217,192,205,294,432,540,442,152,14,2485,9,18,23,37,95,167,163,72,10,593,0,0,4,6,33,79,95,61,5,279,224,209,235,335,554,781,695,277,34,3352,477,527,664,604,582,436,243,89,11,3634,3444,2489,2607,2446,2733,2408,1516,512,63,18220,2700,1511,1561,1487,1442,981,473,108,14,10260,125,216,281,391,464,484,338,108,22,2416,9,27,51,73,140,165,129,47,12,641,0,0,9,26,38,92,74,39,9,277,132,243,338,484,632,738,530,191,45,3343,443,316,356,351,350,302,181,47,5,2356,3275,2070,2255,2329,2425,2021,1184,346,60,15958,5443,3254,3276,2991,3033,2166,1055,250,32,21491,340,412,487,683,893,1022,771,261,34,4899,14,42,78,109,230,335,290,111,25,1233,0,0,6,28,66,165,161,100,18,558,354,452,570,823,1193,1522,1230,470,80,6693,922,845,1018,960,932,735,421,138,17,5987
SOSR779,0,9,14,15,10,9,0,0,0,52,0,0,4,0,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,14,0,0,4,4,5,3,0,0,0,23,0,12,16,22,18,17,0,0,0,83,0,0,3,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,15,0,9,20,15,15,8,0,0,0,56,0,4,4,0,0,6,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,5,6,0,0,0,14,0,0,6,4,5,3,0,0,0,24
SOSR799,207,59,184,154,120,104,67,13,4,899,10,15,18,39,60,67,58,3,0,277,0,0,4,8,18,25,21,6,0,76,0,0,0,5,4,16,15,0,0,44,10,15,24,47,86,104,89,14,0,390,42,41,88,101,109,93,46,13,0,531,260,113,292,305,311,300,205,33,6,1826,155,98,195,136,95,78,37,4,0,802,3,13,56,45,63,54,29,6,0,260,3,6,8,10,21,36,14,0,0,89,0,0,6,5,7,17,10,0,0,38,6,13,59,60,84,102,49,9,0,388,32,48,105,71,105,98,33,0,0,482,190,162,364,268,280,279,114,17,4,1675,359,152,374,295,213,182,102,18,3,1705,9,29,74,86,124,121,83,11,0,535,4,6,7,11,41,56,33,10,0,162,0,0,4,9,9,33,21,7,0,83,18,29,89,108,170,211,138,23,0,777,74,97,193,168,213,186,79,12,0,1017
SOSR802,35794,22551,29028,24935,18384,12126,6882,2593,580,152870,4124,4708,5855,5949,5798,5723,5117,2867,898,41038,243,610,912,1113,1419,1881,2388,1602,626,10791,15,36,93,194,400,786,1291,1200,551,4571,4380,5349,6860,7255,7618,8396,8799,5668,2074,56397,2458,2411,2658,2009,1696,1280,874,499,208,14098,42635,30316,38546,34198,27701,21798,16561,8767,2861,223365,34457,19819,26839,23729,17253,12129,7732,2976,788,145721,3073,6654,7784,7192,6701,6455,5922,3502,1384,48683,177,1230,1868,1828,2062,2470,2798,2011,1010,15454,10,98,266,415,771,1171,1499,1470,806,6515,3263,7988,9923,9437,9537,10095,10221,6988,3205,70648,2316,2146,2156,1767,1458,1161,1020,575,317,12931,40037,29956,38922,34934,28257,23389,18971,10542,4313,229301,70245,42370,55867,48663,35643,24251,14612,5570,1369,298596,7198,11363,13646,13140,12498,12171,11040,6374,2280,89714,423,1839,2774,2938,3479,4349,5193,3613,1634,26248,26,134,358,609,1173,1959,2786,2668,1359,11084,7651,13336,16782,16687,17155,18490,19020,12653,5277,127049,4772,4555,4815,3780,3157,2444,1900,1074,524,27032
SOSR822,57,35,19,38,32,17,9,0,0,215,7,4,3,4,11,10,9,8,0,62,0,0,0,3,4,0,0,0,0,15,0,0,0,0,0,0,3,0,0,11,11,8,5,8,15,9,11,14,0,78,3,0,0,0,0,3,5,0,0,16,71,41,30,48,47,30,28,15,0,307,55,29,15,30,31,16,12,0,0,188,5,9,5,12,11,11,9,3,0,65,0,4,0,0,7,4,0,4,0,12,0,0,0,3,0,3,0,4,0,11,5,10,5,14,19,18,14,14,3,94,0,3,0,3,0,3,4,0,0,17,59,35,20,49,50,42,29,13,3,304,116,55,34,69,60,37,23,6,0,405,11,11,6,19,27,16,23,7,0,129,0,3,0,3,8,3,3,4,0,26,0,0,0,3,0,3,3,12,0,21,11,15,9,22,34,26,28,22,6,177,3,4,3,4,0,8,13,0,0,30
SOSR831,45,53,50,16,22,15,8,0,0,213,3,3,11,7,6,8,5,0,0,47,0,0,0,4,0,0,9,0,0,17,0,0,0,0,0,6,0,0,0,4,3,9,11,6,10,14,16,0,0,72,9,20,10,0,8,8,6,0,0,61,55,82,65,27,41,36,31,6,6,348,33,27,31,17,15,16,5,0,0,145,0,8,8,5,10,9,9,5,0,47,0,5,3,3,3,8,4,0,0,18,0,0,0,0,0,0,0,0,0,4,4,7,14,6,8,11,13,5,5,76,0,7,5,6,10,13,0,0,0,42,38,40,48,29,33,38,19,3,5,264,76,78,80,34,40,31,20,3,0,364,8,9,16,11,12,17,12,6,0,101,0,4,3,5,7,6,10,0,0,38,0,0,0,0,0,3,3,0,0,12,8,18,17,15,22,29,27,3,0,145,7,27,18,8,17,15,7,3,0,101
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR899,19,31,33,18,18,6,8,0,0,137,4,20,13,13,10,14,0,0,0,73,0,0,0,6,3,5,0,0,0,19,0,0,0,0,4,0,0,3,0,6,4,21,12,20,17,14,6,3,0,98,3,15,11,30,19,15,10,0,0,105,23,66,60,62,53,38,21,6,0,336,15,45,29,19,15,8,0,0,0,138,0,24,10,3,9,15,0,3,0,64,0,8,5,3,0,9,0,0,0,24,0,0,0,0,0,5,4,0,0,13,0,28,11,12,10,22,8,4,0,97,0,3,7,7,4,6,4,0,0,40,21,74,53,33,30,35,10,8,0,273,33,78,67,41,36,17,8,0,0,272,4,40,22,18,18,23,0,3,0,134,0,7,7,11,6,11,3,0,0,39,0,0,0,0,4,0,4,0,4,20,6,47,25,26,22,38,14,12,4,194,7,21,17,35,22,22,11,0,0,138
SOSR915,122,31,61,56,72,64,50,9,5,469,12,7,10,9,6,9,19,6,0,89,0,0,0,0,5,8,11,0,0,20,0,0,0,0,0,3,0,0,0,5,12,7,16,10,10,21,31,5,0,114,17,7,31,24,32,9,26,0,0,139,148,47,116,90,115,97,107,15,4,730,104,34,62,74,59,53,32,5,0,414,7,11,3,19,16,11,8,3,0,82,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,3,10,11,6,19,20,16,12,3,0,100,17,13,23,26,18,18,4,4,0,113,126,50,88,112,98,84,42,9,0,620,223,67,124,129,132,111,80,9,5,890,21,18,19,31,26,23,31,8,0,175,0,0,5,0,4,11,10,0,0,29,0,0,0,0,0,3,0,0,0,11,22,18,21,27,30,35,39,13,6,208,28,22,53,43,45,29,26,4,0,254
