SOSR_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
SOSR614,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,6,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,3,3,15,0,29,0,0,0,3,0,8,0,12,0,10,0,46,0,4,0,11,0,26,0,9,4,28,0,80,0,16,0,24,0,29,4,13,3,16,0,110,4,10,0,35,8,38,0,13,0,9,0,121,18,11,5,58,4,27,0,9,3,8,0,141,52,16,7,126,14,37,5,8,4,12,0,283,52,10,9,99,14,15,4,6,0,0,0,201,34,6,0,49,12,8,0,0,0,0,0,107,33,0,0,32,7,6,0,0,0,0,0,81,41,9,0,42,7,9,4,4
SOSR615,0,0,0,0,0,0,0,0,0,11,0,13,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,4,0,9,0,21,0,0,0,0,0,0,0,13,3,24,0,44,0,5,0,0,0,11,0,31,3,64,0,120,7,11,4,8,5,46,0,33,3,70,5,182,8,26,4,46,8,88,3,31,13,89,3,314,13,38,6,119,12,144,6,40,13,61,6,474,23,27,9,204,26,130,9,35,9,49,3,514,40,20,9,233,24,89,16,26,10,40,6,501,186,62,14,471,77,147,25,36,14,50,5,1087,212,35,8,389,41,65,18,18,5,25,0,820,168,30,6,241,31,42,13,11,0,11,0,550,150,12,7,128,22,9,3,4,4,0,0,337,214,14,10,157,19,46,13,6
SOSR621,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,3,0,4,0,11,5,0,0,0,0,3,0,10,0,23,0,40,4,9,0,3,0,12,0,10,4,11,0,56,0,6,0,9,0,22,0,23,0,33,0,108,7,13,0,43,4,40,4,19,8,19,0,149,8,9,0,54,9,37,0,18,3,12,0,154,16,11,3,66,8,32,7,10,0,11,3,167,50,30,5,133,18,43,8,19,7,18,0,326,74,19,4,144,9,19,11,10,3,9,0,306,50,13,3,76,5,20,5,4,0,3,0,188,43,12,5,50,5,0,5,0,0,0,0,125,83,12,4,101,7,25,4,7
SOSR622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,3,0,11,6,0,0,0,0,0,0,0,0,6,0,14,0,0,0,0,0,7,0,5,4,11,0,34,0,6,0,5,0,14,0,10,0,17,0,53,3,7,0,12,0,17,5,9,0,10,0,72,0,0,5,26,0,18,0,6,0,7,0,69,7,4,0,22,6,11,0,7,3,0,0,63,19,4,0,48,11,22,6,3,0,10,0,122,42,3,0,34,3,3,0,3,0,4,0,97,26,6,0,36,0,5,0,5,0,3,0,91,11,3,3,13,3,0,0,0,0,0,0,35,33,5,0,24,0,5,0,0
SOSR631,3,0,3,3,0,5,0,4,0,23,0,40,3,0,0,0,0,0,0,4,0,9,0,18,0,0,0,0,0,0,0,4,0,7,0,13,3,0,0,0,0,0,0,8,0,6,4,18,8,5,0,7,0,6,0,12,6,25,0,65,4,6,0,4,0,10,4,15,6,18,4,74,11,16,4,14,8,18,7,50,16,94,0,227,17,38,0,39,4,60,5,68,4,99,0,343,30,63,3,84,9,147,7,102,22,140,3,612,66,67,10,241,22,208,15,92,22,118,0,863,48,65,10,279,16,190,14,62,25,72,9,799,102,81,17,336,27,148,14,45,14,55,6,839,331,122,22,770,88,242,48,65,23,98,0,1821,373,100,12,702,95,130,27,51,4,43,3,1542,312,63,17,472,55,74,21,18,8,13,0,1062,258,37,13,268,38,34,8,12,0,9,0,679,603,46,15,459,63,130,35,23
SOSR679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR703,5,0,0,0,0,7,0,0,0,23,0,32,3,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,3,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,12,0,11,0,6,0,0,0,0,0,10,0,28,0,45,0,0,0,5,0,3,5,12,0,23,0,50,3,5,0,0,0,20,0,31,4,49,3,109,0,17,0,8,0,53,0,37,0,52,0,174,5,17,0,38,4,160,3,48,9,67,3,368,25,42,0,114,17,198,7,54,13,56,3,518,45,33,6,144,16,179,4,41,17,44,0,532,96,40,0,200,11,195,15,44,12,42,0,653,525,80,15,515,93,391,25,64,25,61,3,1796,634,65,16,497,96,144,35,31,15,54,5,1594,676,43,25,412,99,172,17,27,9,34,4,1519,635,38,18,285,93,70,24,9,7,16,0,1187,1750,89,44,644,216,252,44,27
SOSR712,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,4,0,14,0,15,0,0,0,0,0,3,0,4,0,9,0,19,0,0,0,0,0,0,0,6,0,21,0,33,0,0,0,0,0,12,0,4,0,24,0,45,3,0,0,4,0,30,0,12,0,22,0,77,8,7,0,16,4,38,0,5,0,14,0,91,10,4,0,19,3,33,0,8,0,8,3,82,15,5,4,42,5,21,0,0,0,3,0,106,116,18,4,108,18,59,0,10,3,11,3,350,155,22,8,94,20,25,8,7,0,6,0,348,154,12,9,96,18,23,0,3,0,6,0,319,125,10,0,61,14,15,8,0,0,0,0,228,286,12,0,118,33,58,6,3
SOSR714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,7,0,10,0,0,0,0,0,3,0,0,0,11,6,21,0,0,0,0,0,3,0,0,0,7,5,18,0,0,0,0,0,7,3,3,0,0,3,24,0,0,0,8,0,7,0,0,0,0,0,27,5,0,0,6,3,9,0,0,0,3,3,25,15,6,0,20,3,6,0,0,0,4,0,60,32,0,3,15,8,4,0,5,0,0,0,71,40,4,0,7,9,12,5,0,0,0,0,67,28,0,0,10,3,4,0,0,0,0,0,41,29,0,0,13,6,7,0,0
SOSR715,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,5,4,53,0,68,0,0,0,0,0,6,0,6,0,66,0,84,0,0,0,0,0,0,0,5,0,23,0,25,0,0,0,0,0,10,0,3,3,179,5,201,3,0,0,0,0,7,0,9,0,77,0,109,4,4,0,0,0,12,0,20,10,97,3,151,4,0,0,3,0,17,0,24,0,72,0,125,6,3,0,5,0,26,0,20,3,65,0,132,11,4,0,5,0,19,0,14,0,35,0,88,5,4,0,0,0,20,0,8,0,24,0,65,14,0,3,21,0,9,0,3,4,16,0,69,24,0,5,25,4,17,0,9,6,10,0,95,38,4,0,31,9,5,0,3,0,10,0,109,42,0,0,17,0,8,0,6,0,0,0,77,41,0,0,19,3,4,0,0,0,0,0,73,91,3,4,33,8,8,0,0
SOSR721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,27,0,0,0,0,0,0,0,5,0,31,0,37,0,0,0,0,0,0,0,0,0,14,0,15,0,6,0,0,0,4,0,10,0,120,5,143,0,4,0,0,0,5,0,8,3,50,0,76,0,5,0,0,0,12,0,13,0,97,0,127,0,3,0,4,0,14,0,18,0,70,0,107,7,3,0,9,0,17,0,18,3,52,0,109,0,7,0,8,0,18,0,7,0,35,0,79,4,4,0,6,0,14,0,4,0,18,0,58,3,3,0,4,0,11,0,4,0,10,0,36,15,10,0,15,0,20,0,5,0,11,5,73,14,5,5,16,7,6,0,5,0,4,0,62,26,0,3,17,0,7,0,3,3,5,0,66,22,0,3,18,3,4,0,0,0,0,0,49,52,5,3,23,3,5,0,0
SOSR722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,21,0,26,0,0,0,0,0,4,0,0,0,31,0,33,0,0,0,0,0,0,0,0,0,12,0,14,0,0,0,0,0,13,0,21,5,129,0,158,0,4,0,0,0,5,0,14,0,49,0,74,0,0,0,0,0,20,0,17,0,79,0,121,4,5,6,5,0,14,0,8,0,66,0,116,5,8,0,14,0,15,0,19,3,37,0,100,9,11,0,8,0,9,4,15,5,32,4,96,5,0,0,10,0,13,0,4,0,10,0,43,4,8,0,8,3,3,0,0,0,15,0,39,13,8,0,11,0,16,0,3,0,7,0,55,12,0,0,13,0,6,0,0,4,3,0,37,9,4,0,3,0,0,0,0,0,3,0,25,9,0,0,4,0,0,0,0,0,0,0,13,14,0,0,13,0,4,0,0
SOSR731,3,0,0,0,0,0,0,0,0,8,0,9,0,4,0,0,0,0,0,0,0,23,0,25,0,0,5,0,0,0,0,3,0,31,0,32,4,0,0,0,0,0,0,0,0,8,0,14,0,3,0,0,0,4,0,12,7,83,0,108,0,0,0,0,0,0,0,4,0,43,0,58,3,3,0,4,0,17,0,20,0,83,9,134,0,0,0,4,0,13,0,18,0,64,0,106,15,4,0,7,0,30,0,15,3,45,0,123,11,4,3,18,4,25,0,25,0,33,0,122,11,3,0,18,0,26,0,8,7,22,0,96,27,4,0,21,3,32,0,6,8,14,0,111,74,8,6,77,27,70,6,15,3,24,0,305,125,16,7,100,24,27,4,5,0,3,0,309,153,7,5,96,18,33,4,0,4,9,0,331,147,9,9,63,18,11,6,0,0,5,0,269,393,16,13,128,47,45,9,3
SOSR779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR802,3,3,0,0,0,11,0,0,0,65,0,92,0,0,0,5,0,0,0,5,0,19,3,29,0,3,0,0,0,0,0,7,0,12,0,31,0,0,0,0,0,3,0,12,3,19,0,35,0,0,0,6,0,8,0,23,0,58,0,98,8,8,0,3,0,21,0,57,3,75,0,183,5,16,0,8,0,53,0,75,17,134,0,313,10,36,0,22,5,145,8,105,11,132,3,478,23,77,5,60,15,295,14,152,27,172,9,849,58,145,12,279,26,456,26,165,30,192,4,1398,72,114,5,383,35,526,24,142,25,173,4,1506,197,121,24,497,58,571,36,111,40,166,4,1818,992,319,57,1555,218,1308,102,250,73,340,17,5232,1488,297,63,2075,378,543,111,158,35,277,4,5433,2071,285,74,2149,427,658,86,153,26,245,8,6191,2377,236,108,1755,413,344,83,104,33,168,4,5618,11266,529,211,5579,1265,1805,202,341
SOSR822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,6,3,0,0,6,3,0,0,0,0,0,0,19,17,3,0,15,3,0,0,0
SOSR831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,8,0,0,0,5,0,3,0,0,0,0,0,6,0,0,0,5,0,0,0,0,3,0,0,7,7,0,0,7,0,4,0,0,0,0,0,20,4,0,0,8,0,3,0,0,0,0,0,18,13,0,0,10,0,0,0,0,0,0,0,22,9,0,0,7,0,0,0,0,0,0,0,11,14,0,0,9,3,3,0,0
SOSR921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,14,4,0,0,10,0,0,0,0,0,0,0,11,4,0,0,7,0,0,0,0,0,0,0,15,9,0,3,8,0,0,0,3,0,0,0,26,0,0,0,5,0,4,3,0,0,0,0,16,3,0,0,4,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0
SOSR922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,0,0,15,5,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0
SOSR931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,5,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0
SOSR979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
