SOSR_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
SOSR501,36,275,683,3707,2028,1557,1012,271,136,9696,6,84,194,618,469,551,429,257,107,2724,18,146,656,2015,1110,867,429,125,30,5391,243,2311,3812,17026,6070,4975,3631,2062,845,40977,1914,4268,4510,12596,4650,4091,3851,3386,2639,41905,61163,127538,121434,301635,133403,118041,95610,53346,24562,1036733,29,295,777,2946,703,395,171,51,9,5375,118109,216790,170165,306754,133785,110705,89049,44967,17804,1208128,21,215,225,1528,389,135,114,19,4,2665,7,16,47,1035,458,695,402,165,45,2863,28,188,208,3157,385,164,68,35,7,4250,12,74,93,523,283,204,147,30,11,1379,69,326,435,1929,917,779,449,173,58,5138,15,57,96,643,335,305,226,105,26,1807,99,1202,2890,12535,4344,3282,1911,560,288,27105,0,26,31,671,405,761,1120,768,389,4177,15,245,291,639,231,266,334,243,97,2366,388,5352,11421,31127,27994,35128,26091,18443,6412,162346,3,29,82,377,200,199,109,42,9,1046,23,136,220,1842,495,362,246,120,47,3502
SOSR511,0,4,3,38,15,7,4,0,0,77,0,0,0,12,10,18,7,10,3,63,0,7,28,78,42,39,24,4,4,229,5,42,23,191,105,87,50,39,12,552,90,170,167,452,207,208,190,162,110,1762,2183,5027,4218,9794,5044,4828,3978,2221,942,38239,0,0,0,12,3,0,0,0,0,9,4289,9290,7004,13810,6759,6277,5208,2672,911,56218,0,5,3,24,6,0,0,0,0,44,0,0,0,4,0,0,0,0,0,7,0,0,3,32,5,0,0,0,0,38,0,0,3,3,0,0,0,0,0,11,0,7,14,45,16,22,9,0,3,116,0,0,0,9,3,6,0,0,0,24,0,6,19,112,34,18,9,0,0,206,0,0,0,0,0,4,4,7,0,27,3,3,0,15,0,0,0,0,0,23,3,89,208,536,644,1025,800,591,192,4093,0,0,0,11,7,0,0,0,0,21,0,0,0,23,9,13,3,9,4,58
SOSR512,0,9,10,66,26,14,9,3,0,131,0,0,4,20,18,24,16,10,5,106,0,14,21,106,56,45,15,0,0,270,12,57,46,287,119,145,102,63,37,868,204,547,428,1081,480,478,402,283,179,4083,3478,7913,6534,14968,8081,7735,6500,3805,1776,60792,0,4,15,47,7,9,0,0,0,84,6543,13891,10951,20691,10934,10349,8704,4466,1864,88392,0,0,0,16,0,0,0,0,0,20,0,0,0,7,0,0,5,3,0,17,0,6,4,51,15,0,0,0,0,80,0,3,4,8,3,0,0,0,0,17,11,20,18,73,36,42,17,6,8,238,0,3,0,21,9,11,6,0,0,55,4,15,16,177,52,30,11,4,0,306,0,0,0,11,4,18,9,11,4,51,4,3,0,12,0,4,12,6,5,41,6,102,184,747,798,1387,1313,1137,420,6109,0,10,10,74,17,12,6,4,0,142,3,4,10,63,20,19,14,0,4,128
SOSR513,0,0,6,57,14,0,0,0,0,76,0,0,4,15,7,8,5,4,5,48,0,4,19,64,22,27,3,3,0,141,3,19,41,325,90,56,42,19,4,598,220,622,417,1480,533,365,159,97,35,3927,2603,5414,3503,11667,4315,3205,1774,860,300,33632,0,0,4,9,3,0,0,0,0,16,4845,8935,5264,13669,5322,3890,2131,949,305,45309,0,3,3,18,5,0,0,0,0,25,0,0,0,10,5,0,0,0,0,15,0,0,3,45,0,3,0,0,0,57,0,3,0,22,0,0,0,0,0,21,3,0,12,64,22,13,6,0,0,123,0,0,0,30,0,4,4,0,0,37,0,3,19,172,17,13,4,0,0,233,0,0,5,9,3,4,7,7,0,37,0,3,0,17,0,0,5,0,0,30,12,133,239,958,644,738,402,263,83,3471,0,4,8,25,17,5,5,0,0,60,0,0,21,85,3,9,0,0,0,124
SOSR514,0,5,0,8,3,4,0,0,0,21,0,0,0,3,0,11,0,10,0,28,0,0,0,11,8,3,10,9,0,34,0,8,11,100,30,30,25,10,16,223,54,157,100,294,143,121,105,81,46,1103,821,1995,1276,3761,1933,1797,1645,849,346,14412,0,0,0,5,3,0,0,0,0,5,1556,3571,2301,4881,2631,2364,2240,1018,344,20908,0,0,0,5,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,7,0,4,0,30,4,3,0,0,0,39,0,0,0,3,0,0,0,0,0,4,0,0,5,46,14,9,7,4,0,90,0,0,0,18,0,0,0,0,0,21,0,0,0,21,10,4,0,3,0,41,0,0,0,0,0,0,0,4,0,3,0,0,0,5,0,0,0,4,0,13,4,32,43,315,267,374,358,209,60,1667,0,0,0,0,0,3,0,0,0,4,0,0,0,67,10,11,4,0,0,93
SOSR515,0,0,6,53,8,7,0,0,0,80,0,3,0,15,11,15,12,9,0,65,0,9,15,50,30,19,16,0,0,139,10,32,44,272,93,110,84,46,12,697,245,645,554,1397,635,544,433,287,126,4870,2881,6142,4637,12260,5835,5868,4901,2538,1077,46132,0,8,26,69,21,17,4,0,0,149,5321,10770,7468,15903,7856,7613,6448,2990,1127,65508,0,0,0,7,9,0,0,0,0,15,0,0,0,0,3,3,5,0,0,18,0,8,0,27,6,0,0,3,0,43,0,0,0,13,4,5,3,0,0,24,3,5,4,68,26,26,19,5,0,154,0,0,0,18,7,3,0,0,0,34,0,9,17,108,31,17,3,0,0,185,0,0,0,8,6,7,16,4,0,48,3,3,0,7,0,0,3,4,0,18,4,53,136,685,674,1210,1050,806,251,4872,0,3,6,40,8,9,7,0,0,66,0,0,13,67,11,16,4,9,3,120
SOSR521,0,0,0,17,3,3,0,0,0,27,0,0,0,3,6,4,4,7,0,29,0,0,5,12,13,9,4,0,0,36,0,3,18,111,36,42,29,17,5,265,104,254,195,533,279,303,234,154,60,2125,1112,2302,1795,4605,2473,2706,2245,1169,436,18844,0,0,0,5,0,0,0,0,0,4,2071,4117,3002,6065,3320,3643,3131,1461,493,27316,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,5,6,0,0,0,0,15,0,0,0,3,0,0,0,0,0,8,0,4,3,14,12,10,11,0,0,56,0,0,0,10,0,0,4,0,0,11,0,4,3,15,12,0,0,0,0,39,0,0,0,5,0,3,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,18,42,253,308,527,470,310,87,2007,0,4,0,15,0,3,0,4,0,29,0,0,0,22,4,5,10,3,0,41
SOSR522,0,0,0,10,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,14,0,0,0,6,4,3,3,0,0,14,0,0,5,25,8,12,20,13,5,87,56,137,108,229,129,180,119,80,35,1083,633,1433,1197,2518,1262,1517,1225,648,201,10626,0,0,0,0,0,0,0,0,0,3,1192,2528,2033,3837,1939,2100,1785,848,239,16506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,3,4,0,0,23,0,0,0,3,0,0,0,0,0,3,0,0,6,10,3,0,0,0,0,17,0,0,0,0,0,0,7,3,0,16,0,0,0,3,0,0,0,0,0,4,0,12,34,129,131,277,273,194,38,1093,0,0,0,5,6,4,0,0,0,16,0,0,0,9,0,0,0,0,0,19
SOSR531,0,3,6,79,49,30,18,0,0,188,0,4,0,22,23,36,35,11,0,132,0,0,13,74,47,64,36,9,0,244,0,14,49,365,180,286,178,73,17,1166,221,735,695,1799,1117,1122,846,379,68,6975,3484,9280,7272,16619,11683,12660,8919,3563,805,74281,0,0,0,42,6,9,0,0,0,56,6696,17244,13478,25729,16991,17100,12672,4712,971,115588,0,0,0,22,4,3,0,0,0,33,0,0,0,18,4,9,4,5,0,33,0,0,0,57,11,0,4,0,0,71,0,0,0,10,0,5,0,0,0,16,0,18,20,109,52,82,41,9,0,339,0,0,0,17,10,5,7,0,0,37,0,4,7,128,56,31,15,5,0,261,0,0,3,12,11,25,39,39,14,137,0,0,0,6,0,8,11,3,0,31,4,140,376,1317,1921,3259,2297,1274,258,10841,0,0,4,49,20,9,5,0,0,90,0,8,20,139,29,32,21,16,0,261
SOSR579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,8,0,0,0,0,19,0,0,13,28,9,3,4,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,15,91,31,16,5,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
SOSR599,0,0,0,7,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,15,55,4,4,0,0,0,81,25,30,89,251,105,109,72,6,9,692,153,230,410,1309,468,477,316,38,16,3416,5,0,0,12,0,0,0,0,0,25,226,379,525,1747,782,622,413,62,12,4775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,0,3,8,3,0,0,0,0,24,0,0,4,9,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,18,103,47,91,75,19,5,366,0,0,0,0,0,0,0,0,0,0,0,0,6,28,0,0,0,0,0,40
SOSR603,3,26,88,370,18,24,14,0,0,548,0,0,9,12,7,15,27,17,10,97,0,4,12,35,19,9,10,0,0,89,29,132,152,865,274,231,204,130,69,2086,162,418,463,1213,425,488,534,434,267,4406,4954,10743,11300,29895,11958,12048,10946,6683,3084,101610,0,0,24,55,17,12,3,0,0,107,9593,19532,18664,36650,18401,17890,15383,8303,3227,147645,3,19,40,384,12,4,0,0,0,453,0,0,0,21,10,8,11,7,3,67,5,6,6,281,8,5,0,0,0,306,0,6,6,44,4,0,0,0,0,57,4,19,23,141,82,66,46,21,0,404,0,5,3,60,32,23,15,4,5,148,28,174,534,4203,165,148,120,48,9,5421,0,0,3,10,8,14,43,57,17,154,11,6,18,31,5,5,12,4,5,98,23,167,176,716,808,1308,1389,1164,493,6252,0,3,3,35,22,35,25,13,5,138,3,7,4,101,21,19,18,10,3,191
SOSR611,5,7,25,81,8,5,0,0,0,131,0,0,0,4,3,9,11,13,0,39,0,0,4,0,5,0,0,0,0,16,7,50,71,321,147,82,89,52,16,830,85,155,229,486,172,215,251,220,116,1926,2117,4583,4928,11080,5211,4964,4552,2943,1412,41778,0,11,22,89,27,14,3,0,0,171,4006,8374,8247,15491,8101,7636,6538,3828,1612,63837,0,0,11,75,0,0,0,0,0,87,0,0,0,3,4,0,4,0,0,15,0,4,0,39,5,3,0,0,0,53,0,3,0,6,0,0,3,0,0,14,3,11,9,66,23,16,14,8,0,156,0,7,5,18,11,11,6,4,0,51,4,27,93,543,34,42,21,0,0,758,0,0,0,0,0,4,0,9,0,19,0,9,5,11,0,3,4,0,0,35,3,38,70,204,246,486,518,492,175,2229,0,0,0,14,9,5,0,0,0,29,0,0,3,17,9,7,0,5,0,41
SOSR612,0,0,3,19,5,0,0,0,0,35,0,0,4,3,5,6,6,7,0,17,0,0,0,5,5,0,3,0,0,8,4,10,20,97,17,29,38,22,11,237,48,117,107,287,125,174,182,151,66,1249,1169,2700,2556,5643,2866,3119,2846,1743,785,23428,0,0,0,0,0,0,0,0,0,0,2288,4991,4657,8659,4709,4774,4179,2408,959,37625,0,3,0,13,0,3,0,0,0,24,0,0,0,0,0,4,0,0,0,12,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,3,0,13,7,5,3,0,0,35,0,0,0,4,0,0,5,0,0,15,0,6,5,133,21,10,10,0,0,198,0,0,0,0,0,0,0,12,0,11,0,8,0,16,4,3,0,0,0,30,0,7,16,80,108,249,371,294,87,1222,0,0,0,12,8,10,0,3,0,35,0,0,0,5,0,3,5,0,0,17
SOSR613,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,4,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,13,4,4,7,17,0,49,11,30,41,72,57,55,63,64,23,410,282,634,686,1313,820,1027,973,672,278,6688,0,0,0,0,0,0,0,0,0,0,528,1272,1232,2157,1304,1615,1450,851,346,10750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,3,0,0,0,28,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,3,9,15,34,84,97,128,42,404,0,0,0,5,6,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5
SOSR614,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,3,0,0,3,14,9,7,7,7,3,53,16,66,53,135,70,60,101,68,20,580,433,1006,844,2007,1061,1216,1142,683,222,8610,0,0,0,0,0,0,0,0,0,0,865,1916,1598,3284,1669,2036,1710,837,242,14153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,4,14,3,0,4,0,0,26,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,6,39,43,117,120,145,48,524,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,3,12
SOSR615,0,0,0,8,3,0,0,0,0,17,0,0,0,4,6,9,6,7,4,38,0,3,0,7,5,6,9,3,0,29,0,20,14,87,35,42,65,40,14,320,81,166,151,374,257,275,293,266,100,1959,1661,3692,3112,7525,4031,4646,4744,2967,1180,33552,0,0,0,0,0,0,0,0,0,0,3216,7061,5879,11979,6326,7150,6872,3743,1364,53594,0,0,0,14,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,19,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,5,0,0,0,29,12,18,21,11,0,92,0,0,4,6,7,0,0,3,0,22,0,7,12,116,10,14,5,4,0,163,0,0,0,0,0,0,0,3,0,9,0,9,0,8,0,6,4,0,0,21,4,22,37,163,209,521,784,661,227,2631,0,0,4,11,3,3,3,0,0,22,0,0,0,9,5,9,4,6,0,35
SOSR621,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,3,4,6,0,23,0,0,0,0,7,5,0,0,0,11,0,0,3,32,17,27,22,12,0,119,22,66,43,147,110,135,108,91,24,739,489,1242,898,2366,1430,1818,1625,857,270,10997,0,0,0,0,0,0,0,0,0,0,971,2286,1739,3811,2227,2767,2404,1198,339,17746,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,7,9,4,0,42,0,0,0,0,7,0,0,0,0,7,0,5,5,36,0,0,3,0,0,53,0,0,0,0,0,0,4,5,0,10,0,0,0,0,0,0,0,0,0,3,0,7,19,71,104,209,306,178,50,941,0,0,0,0,3,3,0,0,0,6,0,0,0,7,4,4,6,3,0,27
SOSR622,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,9,12,11,9,4,0,46,10,12,16,63,39,64,67,45,34,355,176,459,368,879,602,857,757,357,134,4578,0,0,0,0,0,0,0,0,0,0,353,868,695,1423,996,1289,1166,478,129,7402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,11,0,0,18,0,0,0,0,0,0,0,0,0,6,0,0,0,8,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,8,29,35,115,147,88,30,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
SOSR631,0,0,3,34,7,0,3,0,0,44,0,0,0,6,12,21,19,13,5,75,0,0,0,3,8,11,3,0,0,31,8,15,23,183,99,129,105,37,9,604,127,332,314,821,521,672,554,246,65,3654,2452,6267,4966,11451,7815,9227,6690,2497,571,51943,0,0,5,0,0,0,0,0,0,5,4759,11936,9549,18425,12595,14505,10707,3828,779,87080,0,0,3,5,0,0,0,0,0,10,0,0,0,4,0,0,0,4,0,9,0,0,4,21,0,6,3,0,0,34,4,0,0,0,0,0,0,0,0,4,0,5,16,58,46,52,42,24,0,241,0,0,7,18,5,8,6,0,0,42,3,9,5,95,22,13,19,3,4,176,0,0,0,0,0,0,9,3,0,13,0,0,0,0,0,3,8,3,0,17,3,49,73,355,618,1307,1355,698,129,4587,0,0,0,12,11,7,3,0,0,31,0,8,0,39,14,23,18,4,4,107
SOSR679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,12,0,4,20,26,10,23,28,3,0,108,19,36,108,191,78,98,72,13,4,616,0,0,0,0,0,0,0,0,0,0,41,74,171,321,163,115,70,20,4,973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,15,12,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR703,4,35,69,342,76,44,27,4,7,607,0,3,0,15,0,10,9,5,0,41,0,10,35,136,29,18,6,0,0,230,23,159,162,849,355,280,214,110,34,2193,278,616,561,1745,563,424,271,134,63,4643,4166,7935,6984,22229,7592,5936,3797,1566,414,60623,0,0,6,19,4,0,0,0,0,27,7677,12695,10077,22875,9073,7168,4328,1494,306,75693,0,29,100,428,39,20,10,3,0,635,0,4,4,9,6,0,8,4,0,42,0,12,9,132,12,3,0,3,0,165,4,19,10,63,24,11,14,4,4,151,3,8,8,105,31,26,26,12,0,230,0,0,3,26,10,4,4,6,0,50,3,46,165,799,173,92,65,23,14,1387,0,0,0,3,0,3,11,4,0,26,0,0,8,21,3,5,7,0,0,54,10,134,198,847,525,683,483,242,59,3188,4,22,20,116,54,44,18,3,0,286,0,3,8,121,22,15,16,12,0,208
SOSR712,0,6,4,27,12,6,0,0,0,51,0,0,0,3,0,4,0,0,0,13,0,0,12,50,25,7,0,0,0,97,0,26,26,192,75,39,15,5,5,381,37,82,73,310,120,96,64,37,9,826,854,1653,1326,4576,1665,1461,802,317,124,12776,0,0,0,3,0,0,0,0,0,3,1645,2794,2054,4763,1985,1821,1053,344,117,16574,0,3,0,28,0,0,0,0,0,35,0,4,0,4,0,0,0,0,0,3,0,0,0,23,4,0,0,0,0,31,0,0,0,8,0,4,0,0,0,13,5,3,4,27,10,8,3,3,0,56,0,0,0,4,0,0,0,0,0,14,0,4,16,140,14,10,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,13,5,29,14,141,89,158,89,56,11,592,0,6,11,34,25,18,6,3,0,100,0,0,5,36,4,7,4,4,0,56
SOSR714,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,4,3,25,0,0,3,0,0,46,19,43,37,140,40,30,17,9,0,340,192,449,355,1077,365,316,150,50,17,2971,0,0,0,0,0,0,0,0,0,0,390,776,557,1174,462,412,228,88,24,4109,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,22,18,22,13,6,0,80,0,4,7,4,3,4,0,0,0,31,0,0,0,4,0,0,0,0,0,4
SOSR715,0,0,0,8,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,5,0,0,4,12,3,3,3,0,0,23,0,0,4,35,11,10,8,0,0,63,30,96,76,256,80,66,29,8,0,632,658,1470,1424,3078,1072,728,282,77,16,8804,0,0,0,3,0,0,0,0,0,3,1268,2821,2739,4844,1700,1138,469,105,23,15104,0,0,0,10,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,3,0,3,0,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,5,0,0,7,0,0,0,5,0,0,0,0,0,5,0,0,0,30,10,5,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,34,28,44,18,7,0,131,0,3,4,19,13,8,3,8,0,53,0,0,0,7,0,0,0,0,0,7
SOSR721,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,4,0,0,6,17,15,5,6,0,0,54,20,37,40,133,64,49,30,0,0,372,454,986,1060,2099,775,592,253,57,16,6298,0,0,0,0,0,0,0,0,0,0,937,1902,1979,3353,1251,886,394,95,23,10823,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,5,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,30,21,30,19,7,0,107,0,0,0,3,8,5,0,0,0,16,0,0,0,3,0,0,0,0,0,4
