SOSR_CODE_2021,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
SOSR611,36,44,97,67,65,51,22,9,0,389,1189,1771,4350,3710,3929,3005,721,39,6,18725,24,102,263,223,175,100,49,3,0,943,0,12,40,45,56,25,3,0,0,175,95,192,545,474,539,367,88,6,0,2306,0,17,114,133,151,103,12,0,0,538,150,378,838,553,485,447,102,11,0,2965,25,99,253,227,246,212,56,8,0,1129,586,588,982,635,642,555,174,12,0,4172,800,532,865,397,293,213,51,9,0,3152,30,97,379,312,346,320,93,14,0,1593,13,32,94,106,81,68,17,3,0,405,3,66,246,254,204,157,29,0,0,966,7,46,103,70,93,93,37,10,0,462,31,135,496,417,332,239,113,18,0,1785,32,87,253,220,279,200,54,5,0,1126,19,102,338,406,528,380,57,0,0,1833,43,198,626,910,1000,723,193,12,0,3708,83,571,2036,1515,1505,1342,316,21,0,7390,65,64,137,99,122,109,23,3,0,616
SOSR612,14,14,28,35,32,38,15,10,0,184,625,916,2066,1847,1967,1664,325,27,3,9435,22,76,315,140,154,102,22,9,0,836,0,28,132,123,115,85,16,0,0,495,54,134,368,255,318,311,43,3,0,1488,6,4,44,48,51,40,6,0,0,205,103,204,379,237,234,223,65,3,0,1443,20,45,89,127,159,123,30,0,0,588,375,311,459,378,383,285,73,7,0,2278,379,258,316,163,145,126,32,3,0,1423,11,57,169,220,279,260,67,8,0,1072,12,13,33,32,19,25,4,0,0,136,6,12,50,62,58,49,8,0,0,253,7,13,38,42,36,47,10,5,0,194,12,36,133,131,125,107,44,11,0,593,9,58,132,122,114,96,29,6,0,570,11,43,194,226,245,176,26,0,0,929,23,79,274,360,365,318,85,7,0,1513,43,271,805,657,772,696,139,9,0,3385,37,14,28,28,34,18,15,0,0,175
SOSR613,3,9,8,8,14,12,3,0,0,48,181,231,467,472,600,541,100,12,0,2605,9,12,42,32,41,34,13,8,0,201,0,0,25,18,29,25,5,0,0,99,14,36,84,82,109,106,19,0,0,446,0,4,17,11,12,9,3,0,0,63,41,61,117,79,100,98,18,0,0,513,9,10,30,33,30,31,4,0,0,141,89,72,99,90,90,84,24,0,0,557,117,63,58,38,45,46,14,3,0,383,8,6,34,35,66,81,19,3,0,257,0,0,5,3,0,4,0,0,0,18,0,4,6,17,11,13,0,4,0,54,0,0,6,8,7,13,7,0,0,41,4,14,35,30,39,35,11,5,0,170,0,10,22,33,34,29,4,0,0,138,3,12,39,67,88,70,11,0,0,279,5,28,76,121,141,108,27,4,0,510,12,64,174,167,189,215,36,0,0,851,5,3,5,9,5,4,5,0,0,42
SOSR614,6,7,17,15,10,8,8,0,0,72,199,303,682,712,721,621,139,10,0,3387,9,23,43,40,36,41,19,6,0,200,0,7,25,31,27,22,0,0,0,124,34,37,114,115,88,116,20,0,0,519,0,3,20,26,31,31,9,0,0,124,46,108,253,164,112,119,26,4,0,842,3,15,28,33,37,36,7,0,0,168,99,75,134,118,124,87,20,3,0,658,118,63,85,52,56,46,15,6,0,441,3,20,46,55,60,70,26,7,0,277,0,5,9,8,5,11,3,0,0,37,5,9,18,29,21,15,5,0,0,97,0,7,8,14,15,18,5,0,0,73,3,22,55,53,49,41,19,3,0,244,6,15,48,46,54,42,15,0,0,228,5,25,87,107,135,124,22,0,0,507,10,36,92,128,148,128,27,0,0,573,14,84,237,247,252,293,74,3,0,1203,9,9,29,24,22,29,8,0,0,120
SOSR615,23,30,60,57,71,39,24,9,4,317,723,1162,2807,2610,2907,2460,597,60,4,13321,59,139,353,272,225,216,82,22,0,1367,4,22,68,104,107,78,21,0,0,410,99,182,518,467,532,444,75,3,0,2323,0,19,95,113,104,88,12,0,0,431,156,339,709,500,470,403,89,7,0,2683,21,53,136,116,163,126,30,7,0,647,374,353,562,469,519,445,126,11,0,2853,426,229,361,240,264,250,61,7,0,1843,22,66,206,230,344,382,129,13,0,1393,5,20,41,45,52,39,9,0,0,213,7,30,110,117,100,57,11,0,0,434,8,32,73,44,52,49,24,3,0,276,19,75,245,215,167,156,59,15,0,955,7,50,134,170,184,163,43,4,0,767,9,67,304,380,406,339,74,3,0,1587,28,111,443,534,561,469,107,12,0,2264,50,285,933,801,924,933,227,16,0,4177,33,41,76,51,57,73,24,6,0,353
SOSR621,5,9,14,32,22,22,7,5,0,116,248,295,843,899,1069,966,236,28,0,4583,28,58,179,146,152,151,55,12,0,774,0,12,65,66,58,52,17,0,0,281,46,53,126,137,118,118,32,4,0,633,3,11,43,32,38,29,7,0,0,163,45,79,202,189,172,167,56,10,0,921,9,15,32,47,44,48,15,5,0,209,118,85,131,132,184,147,50,9,0,846,118,73,191,129,126,159,40,4,0,840,6,18,48,57,74,103,39,8,0,349,0,3,12,19,17,9,7,0,0,62,0,3,20,36,20,29,11,0,0,113,3,6,21,14,23,18,11,0,0,101,4,24,75,77,116,99,48,6,0,440,9,18,62,57,66,84,20,4,0,314,4,20,74,134,177,141,28,5,0,584,14,37,155,231,229,183,43,3,0,894,15,67,188,224,310,312,80,6,0,1196,10,16,23,26,34,27,11,0,0,159
SOSR622,0,6,3,8,18,9,9,0,0,54,103,101,288,321,409,476,115,10,0,1815,11,18,49,57,51,64,27,11,0,285,5,0,21,17,21,19,5,0,0,95,14,16,49,67,66,76,15,0,0,306,0,5,9,17,13,12,4,0,0,60,22,36,56,49,56,83,24,3,0,328,0,5,23,9,17,16,6,4,0,87,47,30,54,38,68,68,20,3,0,324,46,31,50,38,56,67,19,0,0,306,3,4,18,29,33,66,18,0,0,174,0,0,0,3,8,5,3,0,0,25,0,0,4,8,15,5,3,0,0,36,0,5,9,0,10,20,6,0,0,47,0,3,15,32,45,39,13,0,0,156,3,7,24,27,36,39,12,0,0,139,7,7,21,64,63,41,14,0,0,212,3,9,37,59,94,95,19,0,0,317,7,26,86,89,118,160,38,0,3,531,8,0,9,15,11,13,11,0,0,66
SOSR631,38,30,89,111,140,129,54,31,0,620,1298,1522,3623,4836,5815,5201,1262,187,10,23755,257,457,1235,1184,1385,1507,918,313,34,7288,5,30,139,180,191,169,39,5,0,760,156,250,574,726,879,825,194,21,3,3635,6,15,118,195,232,211,40,4,0,826,329,451,954,1042,1061,977,264,16,0,5100,57,80,160,240,306,271,75,5,0,1203,579,414,523,564,766,624,158,16,0,3647,710,319,502,422,463,452,159,20,0,3049,27,84,250,354,549,657,159,22,0,2104,11,16,49,69,88,87,32,0,0,356,6,32,109,160,146,112,26,7,0,594,16,31,75,93,118,108,59,10,6,506,50,102,320,512,557,485,211,37,0,2273,41,79,193,296,370,344,77,9,0,1396,18,95,381,623,893,767,129,7,0,2912,70,151,523,1010,1127,1007,231,8,0,4134,73,340,970,1279,1729,1773,335,17,0,6511,78,58,116,158,174,197,61,12,0,853
SOSR679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR699,0,0,0,0,0,0,0,0,0,3,8,18,33,36,22,20,5,0,0,133,0,3,3,7,0,0,0,0,0,20,0,0,0,0,6,0,0,0,0,5,0,5,5,5,5,0,0,0,0,19,0,0,4,0,0,0,0,0,0,5,0,4,13,9,4,3,0,0,0,35,0,0,0,0,0,3,0,0,0,3,0,4,6,7,0,0,0,0,0,34,4,5,6,6,8,0,5,0,0,28,0,0,0,4,6,9,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,7,7,9,0,0,0,0,13,0,0,4,3,3,0,0,0,0,15,0,0,7,3,0,0,0,0,0,18,0,0,0,10,3,0,0,0,0,12,0,0,15,8,12,7,0,0,0,37,0,0,5,0,0,0,0,0,0,10
SOSR703,60,116,315,212,138,93,42,9,0,988,1495,2761,9222,7674,5899,3890,983,86,0,32019,13,47,117,87,108,80,27,5,0,488,10,52,299,372,325,164,23,3,0,1249,70,126,348,386,354,205,58,6,0,1565,6,42,243,288,241,198,34,0,0,1055,162,394,1376,1321,1003,656,160,12,0,5086,23,73,247,256,236,171,39,9,0,1046,622,676,1376,846,684,476,166,14,0,4866,1013,705,1758,909,512,340,105,12,0,5353,58,202,779,625,564,489,141,14,0,2865,24,42,149,128,95,80,21,0,0,543,9,42,230,192,168,71,29,0,0,742,10,54,202,202,183,121,69,18,3,871,62,271,1134,943,635,476,190,17,0,3719,49,159,543,466,420,291,79,8,0,2003,166,1327,3354,3088,2661,1603,355,17,0,12568,120,332,1213,1428,1246,904,233,20,0,5495,132,695,3257,2432,1530,1079,323,29,3,9477,141,184,404,231,185,119,49,3,0,1304
SOSR712,7,15,72,52,42,23,12,4,0,222,308,415,1919,1462,1243,973,283,24,0,6630,3,4,8,4,10,14,6,0,0,56,0,0,20,15,9,9,0,0,0,64,16,18,65,57,34,32,11,0,0,238,3,4,31,30,43,45,7,0,0,165,35,76,267,207,157,122,43,5,0,914,7,16,43,55,28,31,8,0,0,192,181,118,274,142,101,115,53,7,0,989,116,64,280,137,77,81,19,0,0,776,8,20,106,86,101,97,27,4,0,446,6,13,46,22,14,17,9,3,0,130,0,3,23,26,12,12,0,0,0,85,7,11,24,16,18,27,12,0,0,118,6,20,199,151,133,126,33,4,0,676,7,21,78,81,62,53,17,3,0,326,23,107,577,569,550,393,84,0,0,2307,61,61,267,271,276,243,65,7,0,1247,42,165,930,784,543,417,131,0,0,3017,35,26,88,63,53,34,19,4,0,323
SOSR714,0,3,19,9,7,10,0,0,0,52,55,126,435,281,216,191,41,0,0,1354,5,11,16,10,6,3,0,0,0,55,0,3,4,4,4,0,4,0,0,28,8,9,10,12,5,0,0,0,0,38,0,0,7,3,8,0,0,0,0,28,7,16,67,54,33,35,7,0,0,223,0,4,12,12,0,3,6,0,0,30,27,9,59,33,17,26,3,0,0,179,16,23,65,29,17,21,3,0,0,172,7,16,22,13,20,12,0,5,0,91,0,3,0,0,0,0,0,0,0,3,0,4,5,8,0,0,0,0,0,15,0,0,3,3,0,3,0,0,0,12,3,7,32,23,8,9,3,0,0,90,0,5,28,12,15,13,3,0,0,79,0,57,146,125,80,66,11,0,0,487,6,23,99,68,44,42,22,0,0,299,8,55,195,140,105,75,14,4,0,602,0,0,5,3,0,7,0,0,0,21
SOSR715,13,13,32,20,17,9,0,0,0,107,100,174,616,581,485,312,80,10,0,2351,0,4,12,15,0,11,0,0,0,35,3,6,52,113,88,54,4,0,0,318,4,5,25,24,6,13,0,0,0,72,0,0,8,9,8,15,0,0,0,44,11,20,61,71,44,35,17,0,0,264,0,0,0,0,0,4,0,0,0,16,43,33,101,74,57,38,20,0,0,370,22,12,49,32,39,24,11,0,0,179,6,8,27,28,30,21,7,3,0,131,0,0,0,0,0,0,0,0,0,8,0,0,9,6,0,4,0,0,0,24,0,5,5,3,5,5,0,0,0,25,0,0,23,22,10,15,7,3,0,80,0,10,18,23,20,20,7,0,0,94,14,46,192,168,161,97,40,3,0,717,17,60,203,185,166,108,26,0,0,762,14,65,240,260,204,157,46,6,0,974,8,7,35,21,28,20,0,0,0,124
SOSR721,4,4,9,15,16,8,7,0,0,65,87,156,449,422,354,288,69,6,0,1831,0,5,12,16,6,11,6,0,0,56,0,9,51,76,67,44,3,0,0,248,4,5,10,12,9,11,0,0,0,44,0,0,12,10,11,10,0,0,0,41,12,23,33,59,38,31,5,0,0,198,0,0,0,8,0,3,0,0,0,14,22,27,58,57,53,32,6,0,0,252,46,89,168,89,66,52,3,5,0,521,7,13,29,23,20,13,11,0,0,127,0,0,8,0,0,3,0,0,0,20,0,0,0,12,3,5,0,0,0,23,0,0,0,0,3,8,0,0,0,18,0,3,12,10,9,11,0,0,0,48,3,8,22,23,19,14,15,0,0,107,12,30,136,138,133,97,28,0,0,583,16,37,129,124,121,87,22,4,0,534,8,14,100,89,85,86,12,0,0,400,6,16,46,29,22,16,4,0,0,131
SOSR722,4,11,13,15,4,13,0,0,0,61,50,103,310,315,309,251,59,9,0,1398,3,23,27,32,12,10,6,0,0,119,0,0,7,8,12,8,0,0,0,40,3,0,5,4,4,6,0,0,0,24,0,0,3,4,8,5,4,0,0,20,5,8,26,26,27,24,8,0,0,126,0,6,0,3,9,3,4,0,0,23,16,17,69,40,42,36,10,0,0,227,3,10,28,13,17,26,18,0,0,112,5,7,3,3,10,14,5,3,0,49,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,5,8,7,15,16,6,0,0,58,0,6,23,18,18,14,3,0,0,87,8,45,127,178,155,101,22,6,0,637,12,25,118,105,103,93,22,0,0,481,10,27,81,80,75,70,15,0,0,357,4,16,29,35,28,21,14,4,0,147
SOSR731,25,28,42,56,75,46,19,3,0,291,429,532,1282,1396,1612,1115,273,20,4,6660,114,249,377,263,245,210,89,30,5,1589,9,39,113,162,196,108,12,4,0,642,39,53,80,66,91,77,16,4,0,416,3,9,40,53,68,60,20,0,0,243,73,110,338,401,429,308,68,8,0,1740,12,32,55,52,79,49,10,0,0,287,157,89,121,120,164,130,39,5,0,815,167,58,140,98,101,100,33,8,0,707,16,21,91,92,163,151,33,3,0,567,3,3,13,14,17,11,3,0,0,57,0,3,26,16,29,16,5,0,0,96,4,9,30,27,30,22,11,7,0,141,21,25,83,106,136,88,29,4,0,482,21,30,61,92,109,96,20,3,0,437,24,143,468,503,547,336,82,3,0,2113,43,67,205,281,311,226,54,0,0,1192,38,76,205,214,267,218,57,5,0,1069,20,47,78,72,76,50,33,0,0,383
SOSR779,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,3,0,6,6,3,5,3,0,0,0,20,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,5,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR799,0,0,5,5,0,0,0,0,0,11,13,18,96,54,46,16,5,0,0,259,0,10,20,9,4,5,0,0,0,41,0,0,7,0,0,0,0,0,0,16,0,0,0,0,4,0,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,4,12,14,6,4,0,0,0,42,0,0,0,3,0,0,0,0,0,7,5,4,10,5,3,0,0,0,0,33,4,4,41,7,8,8,3,0,0,81,0,0,9,4,7,3,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,7,0,0,8,5,0,0,0,0,0,15,0,0,11,18,6,0,0,0,0,38,0,3,3,11,3,0,0,0,0,21,0,0,11,9,7,0,0,0,0,37,0,0,7,9,7,0,0,0,0,28,0,3,14,6,10,8,3,0,0,47,0,5,8,0,4,0,0,0,0,17
SOSR802,91,231,631,416,288,154,54,16,13,1900,6763,13468,32002,29288,23551,13943,3199,299,26,122535,28,61,133,99,78,110,62,24,8,605,0,11,36,45,31,20,5,0,0,146,287,420,1016,817,860,508,157,29,3,4108,23,141,536,485,402,245,39,3,0,1875,762,2055,5076,3811,2655,1597,424,54,3,16436,72,233,420,431,394,305,82,10,3,1953,2885,3269,4227,2164,1625,1281,475,62,7,15991,4254,3479,4106,1867,1078,726,188,22,0,15725,92,360,1401,1149,1050,868,296,25,0,5244,98,317,969,997,807,413,89,24,4,3706,25,277,968,986,702,395,116,25,6,3502,65,353,829,657,499,388,153,39,11,3002,288,2563,7701,7270,5121,3003,972,133,9,27055,161,592,1771,1511,1185,926,287,33,3,6472,696,4641,17787,21495,18335,9240,1519,88,3,73806,1084,2225,5240,5690,4929,3147,877,94,8,23288,628,2909,8234,6745,5099,3660,1030,88,7,28401,667,781,1011,768,625,431,177,39,6,4507
SOSR822,0,0,0,0,0,0,0,0,0,0,16,15,18,41,47,25,10,0,0,166,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,3,3,3,9,15,7,6,0,0,0,41,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,14,4,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,0,10,11,14,3,9,0,0,39,0,0,0,0,4,0,0,0,0,6,0,0,12,32,30,15,0,0,0,83,4,0,9,12,17,8,0,0,0,39,5,9,0,7,15,0,3,0,0,34,0,3,0,4,0,0,0,0,0,5
SOSR831,0,0,0,0,0,0,0,0,0,4,7,14,37,25,25,21,9,0,0,143,4,7,9,4,6,9,10,3,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,3,9,10,9,6,4,5,0,0,42,0,0,0,0,3,0,0,0,0,5,4,0,0,0,3,0,0,0,0,12,0,6,0,0,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,6,0,0,0,0,0,4,0,4,8,5,4,0,6,0,0,24,0,0,0,3,0,5,0,0,0,7,16,33,34,11,3,6,0,0,0,99,0,0,3,10,10,10,0,0,0,25,0,0,6,0,6,0,0,0,0,18,0,4,7,5,3,0,4,0,0,21
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR899,0,0,0,0,0,0,0,0,0,3,14,23,31,16,13,16,0,0,0,111,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,5,7,8,0,0,0,0,0,0,22,10,6,0,8,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,0,0,0,0,15,0,0,0,4,0,0,0,0,0,4,0,7,15,10,11,5,0,0,0,40,0,4,5,0,5,3,0,0,0,19,0,3,8,7,3,4,0,0,0,30,0,0,0,0,0,5,3,0,0,11
SOSR915,0,0,0,0,0,7,0,0,0,10,22,10,55,81,71,43,19,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,11,12,26,12,9,0,0,75,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,4,9,0,0,25,3,6,15,7,14,14,3,0,0,59,0,0,4,0,0,0,0,0,0,7,0,0,5,6,8,3,0,0,0,21,5,0,4,6,6,6,4,0,0,30,0,0,10,7,6,7,5,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,7,3,0,0,12,4,0,10,9,11,12,5,0,0,46,0,10,39,54,41,27,16,0,0,190,0,0,17,8,15,4,7,0,0,50,0,0,3,6,5,7,0,0,0,24,12,0,5,3,0,3,0,0,0,27
SOSR921,0,0,4,3,3,4,5,0,0,21,26,29,56,84,94,128,57,15,0,498,0,0,3,0,9,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,17,0,0,0,0,0,0,3,0,0,9,5,4,7,19,21,30,9,0,0,97,0,0,0,0,0,0,3,0,0,8,12,5,8,23,16,34,27,8,0,128,19,12,23,24,36,36,11,5,0,164,0,3,3,9,3,4,3,0,0,23,0,0,0,0,3,3,5,0,0,10,0,0,6,4,3,3,0,0,0,16,0,0,0,4,0,4,0,0,0,8,0,0,0,6,7,12,0,3,0,31,3,4,8,15,17,18,3,0,0,71,3,4,6,24,18,28,13,0,0,98,0,4,8,10,10,12,3,0,0,52,0,4,10,13,20,25,20,3,0,88,0,0,0,0,3,10,0,0,0,20
SOSR922,0,5,0,0,0,0,0,0,0,9,7,24,27,28,23,26,3,0,0,135,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,0,6,0,0,0,10,0,7,0,0,0,29,0,0,0,0,5,0,0,0,0,5,0,0,5,3,4,0,0,0,0,18,5,3,9,4,3,0,0,0,0,22,0,3,7,3,6,12,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,14,4,16,12,17,13,16,0,0,0,76,0,5,10,3,3,14,0,0,0,34,0,0,4,5,4,5,0,0,0,18,0,0,0,0,3,0,0,0,0,7
