SAL_CODE_2021,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_UOLSE_VWorW,FOL_IAL_Tot_UOLSE_NWorNAA,FOL_IAL_Tot_UOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_UOLSE_VWorW,FOL_Italian_UOLSE_NWorNAA,FOL_Italian_UOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japan_SEO,FOL_Japan_UOLSE_VWorW,FOL_Japan_UOLSE_NWorNAA,FOL_Japan_UOLSE_Tot,FOL_Japan_NS,FOL_Japan_Tot,FOL_Khmer_SEO,FOL_Khmer_UOLSE_VWorW,FOL_Khmer_UOLSE_NWorNAA,FOL_Khmer_UOLSE_Tot,FOL_Khmer_NS,FOL_Khmer_Tot,FOL_Korean_SEO,FOL_Korean_UOLSE_VWorW,FOL_Korean_UOLSE_NWorNAA,FOL_Korean_UOLSE_Tot,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedon_SEO,FOL_Macedon_UOLSE_VWorW,FOL_Macedon_UOLSE_NWorNAA,FOL_Macedon_UOLSE_Tot,FOL_Macedon_NS,FOL_Macedon_Tot,FOL_Malayalam_SEO,FOL_Malayalam_UOLSE_VWorW,FOL_Malayalam_UOLSE_NWorNAA,FOL_Malayalam_UOLSE_Tot,FOL_Malayalam_NS,FOL_Malayalam_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_UOLSE_VWorW,FOL_Persian_ED_UOLSE_NWorNAA,FOL_Persian_ED_UOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_UOLSE_VWorW,FOL_Polish_UOLSE_NWorNAA,FOL_Polish_UOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Portuguese_SEO,FOL_Portuguese_UOLSE_VWorW,FOL_Portuguese_UOLSE_NWorNAA,FOL_Portuguese_UOLSE_Tot,FOL_Portuguese_NS,FOL_Portuguese_Tot,FOL_Russian_SEO,FOL_Russian_UOLSE_VWorW,FOL_Russian_UOLSE_NWorNAA,FOL_Russian_UOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_UOLSE_VWorW,FOL_Samoan_UOLSE_NWorNAA,FOL_Samoan_UOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_UOLSE_VWorW,FOL_Serbian_UOLSE_NWorNAA,FOL_Serbian_UOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipin_SEO,FOL_SAL_Filipin_UOLSE_VWorW,FOL_SAL_Filipin_UOLSE_NWorNAA,FOL_SAL_Filipin_UOLSE_Tot,FOL_SAL_Filipin_NS,FOL_SAL_Filipin_Tot,FOL_SAL_Indon_SEO,FOL_SAL_Indon_UOLSE_VWorW,FOL_SAL_Indon_UOLSE_NWorNAA,FOL_SAL_Indon_UOLSE_Tot,FOL_SAL_Indon_NS,FOL_SAL_Indon_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_UOLSE_VWorW,FOL_SAL_Tagalog_UOLSE_NWorNAA,FOL_SAL_Tagalog_UOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_UOLSE_VWorW,FOL_SAL_Oth_UOLSE_NWorNAA,FOL_SAL_Oth_UOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_UOLSE_VWorW,FOL_SAL_Tot_UOLSE_NWorNAA,FOL_SAL_Tot_UOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_UOLSE_VWorW,FOL_Spanish_UOLSE_NWorNAA,FOL_Spanish_UOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_UOLSE_VWorW,FOL_Tamil_UOLSE_NWorNAA,FOL_Tamil_UOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_UOLSE_VWorW,FOL_Thai_UOLSE_NWorNAA,FOL_Thai_UOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_UOLSE_VWorW,FOL_Turkish_UOLSE_NWorNAA,FOL_Turkish_UOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_UOLSE_VWorW,FOL_Vietnamese_UOLSE_NWorNAA,FOL_Vietnamese_UOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_UOLSE_VWorW,FOL_Oth_UOLSE_NWorNAA,FOL_Oth_UOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_UOLSE_VWorW,FOL_Tot_UOLSE_NWorNAA,FOL_Tot_UOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LUatH_NS_SEO,F_LUatH_NS_UOLSE_VWorW,F_LUatH_NS_UOLSE_NWorNAA,F_LUatH_NS_UOLSE_Tot,F_LUatH_NS_NS,F_LUatH_NS_Tot,F_Tot_SEO,F_Tot_UOLSE_VWorW,F_Tot_UOLSE_NWorNAA,F_Tot_UOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_UOLSE_VWorW,PSEO_UOLSE_NWorNAA,PSEO_UOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_UOLSE_VWorW,POL_Afrikaans_UOLSE_NWorNAA,POL_Afrikaans_UOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_UOLSE_VWorW,POL_Arabic_UOLSE_NWorNAA,POL_Arabic_UOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_UOLSE_VWorW,POL_AIndLng_UOLSE_NWorNAA,POL_AIndLng_UOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Canton_SEO,POL_CL_Canton_UOLSE_VWorW,POL_CL_Canton_UOLSE_NWorNAA,POL_CL_Canton_UOLSE_Tot,POL_CL_Canton_NS,POL_CL_Canton_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_UOLSE_VWorW,POL_CL_Mandarin_UOLSE_NWorNAA,POL_CL_Mandarin_UOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot
SAL31336,0,0,..,4,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,14,0,14,..,46,5,44,0,44,..,0,0,0,21,21,929,46,5,44,21,994,1846,..,..,..,..,1846,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6
SAL31337,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,7,13,165,10,0,10,7,188,315,..,..,..,..,315,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
SAL31338,0,10,..,162,16,180,0,179,..,4,0,4,0,4,..,5,0,5,0,5,..,0,0,0,0,6,..,9,0,7,0,7,..,0,4,3,0,3,..,22,0,23,0,23,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,8,0,8,..,0,0,0,0,0,..,36,0,35,3,38,..,9,3,13,0,13,..,23,3,25,0,25,..,12,0,12,0,12,..,36,0,36,0,36,..,7,0,7,0,7,..,73,3,77,0,77,..,25,5,23,0,23,..,5,0,5,0,5,..,4,0,3,0,3,..,6,3,5,0,5,..,39,15,56,0,56,..,92,15,110,0,110,..,606,106,708,8,714,..,12,7,13,160,178,2276,614,104,726,164,3156,4533,..,..,..,..,4533,..,4,0,4,0,4,..,32,9,37,0,37,..,6,0,6,0,6,..,28,7,38,0,40,..,87,35,127,0,127
SAL31339,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,9,9,38,0,0,0,9,43,68,..,..,..,..,68,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
SAL31340,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
SAL31341,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,4,36,0,0,0,4,38,77,..,..,..,..,77,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
SAL31342,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,7,7,59,4,0,4,7,74,139,..,..,..,..,139,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
SAL31343,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,6,6,59,3,0,3,6,68,120,..,..,..,..,120,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3
SAL31344,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,15,15,44,0,0,0,15,55,77,..,..,..,..,77,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
SAL31345,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,19,0,22,0,22,..,0,0,0,12,12,669,19,0,22,12,705,1355,..,..,..,..,1355,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
SAL31346,0,7,..,52,3,51,0,51,..,24,0,25,0,25,..,31,0,31,0,32,..,0,0,0,0,0,..,26,0,35,0,35,..,0,0,0,0,0,..,9,0,9,0,9,..,15,0,19,0,19,..,7,0,9,0,9,..,16,0,16,0,16,..,3,4,7,0,7,..,5,0,5,0,5,..,8,0,13,0,13,..,7,0,7,0,7,..,3,0,3,0,3,..,18,0,18,0,18,..,13,0,13,0,13,..,37,0,37,0,37,..,38,4,40,0,40,..,4,0,4,0,4,..,12,0,12,0,12,..,0,0,0,0,0,..,21,6,27,0,24,..,104,19,123,3,131,..,598,69,665,3,670,..,14,0,19,169,186,3654,618,69,684,178,4509,7077,..,..,..,..,7077,..,14,0,14,0,14,..,65,8,74,0,74,..,3,0,3,0,3,..,23,7,27,0,27,..,93,14,111,0,111
SAL31347,0,3,..,91,10,101,0,98,..,8,3,11,0,11,..,25,4,31,0,28,..,0,0,0,0,0,..,23,0,28,0,25,..,4,0,4,0,4,..,10,0,9,0,14,..,12,4,12,0,12,..,10,0,10,0,10,..,6,0,12,0,12,..,11,0,11,0,11,..,0,0,0,0,0,..,12,0,12,0,12,..,5,0,5,0,5,..,14,0,14,0,14,..,7,0,7,0,7,..,5,0,5,0,5,..,25,0,25,0,25,..,33,3,41,0,41,..,10,0,10,0,10,..,16,0,17,0,17,..,0,0,0,0,0,..,20,7,27,0,27,..,59,5,67,8,67,..,566,76,640,16,653,..,9,0,12,141,149,2513,574,78,651,156,3314,5012,..,..,..,..,5012,..,4,0,4,0,4,..,20,6,24,0,27,..,6,0,3,0,3,..,50,18,63,0,63,..,148,22,177,0,180
SAL31348,0,0,..,5,0,5,0,5,..,5,0,5,0,5,..,22,0,22,0,22,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,5,0,5,0,5,..,0,0,0,0,0,..,9,0,9,0,9,..,0,0,0,0,0,..,0,0,0,0,0,..,37,0,37,0,39,..,130,0,130,0,129,..,10,0,11,105,116,997,138,0,142,102,1237,1948,..,..,..,..,1948,..,8,0,8,0,8,..,0,0,0,0,0,..,16,0,16,0,16,..,3,0,3,0,3,..,6,0,6,0,6
SAL31349,0,0,..,0,0,0,0,0,..,6,0,5,0,5,..,5,0,10,0,10,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,13,3,12,0,12,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,6,0,6,0,6,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,90,6,97,0,97,..,9,0,9,51,52,1335,99,6,102,51,1486,2668,..,..,..,..,2668,..,3,0,3,0,3,..,6,0,6,0,6,..,0,0,0,0,0,..,3,0,5,0,5,..,3,0,3,0,3
SAL31350,0,0,..,131,14,148,4,150,..,0,0,0,0,0,..,4,5,13,0,13,..,5,0,5,0,5,..,11,8,14,0,14,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,4,0,4,..,4,0,4,0,4,..,7,4,13,0,9,..,7,0,7,0,7,..,25,4,29,0,29,..,4,0,4,0,4,..,25,0,26,0,27,..,0,0,0,0,0,..,20,0,20,0,20,..,6,0,7,0,7,..,52,0,53,0,56,..,8,0,13,0,13,..,5,0,3,0,3,..,7,3,6,0,6,..,0,0,3,0,3,..,17,8,22,0,22,..,90,23,115,0,118,..,414,80,497,7,501,..,10,0,6,148,154,1615,422,78,503,154,2277,3160,..,..,..,..,3160,..,4,0,4,0,4,..,15,0,15,0,15,..,6,0,6,0,6,..,6,0,6,0,6,..,16,7,20,0,20
SAL31351,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,5,0,0,0,0,5,4,..,..,..,..,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
SAL31352,0,0,..,3,0,3,0,3,..,29,7,37,0,37,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,7,0,9,0,9,..,0,0,0,0,0,..,11,0,11,0,11,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,9,0,9,..,72,18,85,0,90,..,0,0,0,104,105,1238,71,18,90,104,1427,2495,..,..,..,..,2495,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,5,0,5,..,4,0,5,0,5
SAL31353,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,5,0,5,..,4,0,3,0,3,..,0,0,0,4,4,111,4,0,3,4,126,238,..,..,..,..,238,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
SAL31354,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,4,17,0,0,0,4,17,31,..,..,..,..,31,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
SAL31355,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,6,6,26,0,0,0,6,34,50,..,..,..,..,50,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
SAL31356,0,3,..,55,3,54,0,54,..,30,0,30,0,30,..,58,13,71,0,71,..,3,0,3,0,3,..,32,15,41,0,41,..,0,0,0,0,0,..,3,0,3,0,3,..,14,4,11,0,11,..,11,4,13,0,13,..,12,0,18,0,18,..,42,8,44,0,44,..,7,0,13,0,13,..,6,0,6,0,6,..,12,0,12,0,12,..,3,0,5,0,5,..,13,0,15,0,16,..,4,0,4,0,4,..,35,0,36,0,38,..,39,0,38,0,38,..,0,0,0,0,0,..,19,9,27,0,27,..,6,0,6,0,6,..,15,0,19,0,19,..,103,0,111,0,111,..,817,133,951,5,954,..,39,4,42,449,488,6051,854,137,996,452,7494,11870,..,..,..,..,11870,..,86,0,86,0,86,..,43,6,46,0,46,..,0,0,0,0,0,..,50,5,63,0,63,..,294,118,414,0,414
SAL31357,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,247,10,257,16,271,..,258,10,265,16,283,..,5,3,6,23,32,173,261,15,271,41,481,347,..,..,..,..,347,..,0,0,0,0,0,..,0,0,0,0,0,..,530,14,548,36,587,..,0,0,0,0,0,..,0,0,0,0,0
SAL31358,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,9,9,51,4,0,4,9,62,107,..,..,..,..,107,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
SAL31359,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,114,17,132,4,136,..,116,21,133,4,139,..,8,3,9,11,22,91,123,18,147,20,250,190,..,..,..,..,190,..,0,0,0,0,0,..,0,0,0,0,0,..,222,40,262,3,266,..,0,0,0,0,0,..,0,0,3,0,3
SAL31360,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,34,30,202,0,0,5,34,238,403,..,..,..,..,403,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0
