SAL_CODE_2021,M_Ag_For_Fshg_15_19,M_Ag_For_Fshg_20_24,M_Ag_For_Fshg_25_34,M_Ag_For_Fshg_35_44,M_Ag_For_Fshg_45_54,M_Ag_For_Fshg_55_64,M_Ag_For_Fshg_65_74,M_Ag_For_Fshg_75_84,M_Ag_For_Fshg_85ov,M_Ag_For_Fshg_Tot,M_Mining_15_19,M_Mining_20_24,M_Mining_25_34,M_Mining_35_44,M_Mining_45_54,M_Mining_55_64,M_Mining_65_74,M_Mining_75_84,M_Mining_85ov,M_Mining_Tot,M_Manufact_15_19,M_Manufact_20_24,M_Manufact_25_34,M_Manufact_35_44,M_Manufact_45_54,M_Manufact_55_64,M_Manufact_65_74,M_Manufact_75_84,M_Manufact_85ov,M_Manufact_Tot,M_El_Gas_Wt_Waste_15_19,M_El_Gas_Wt_Waste_20_24,M_El_Gas_Wt_Waste_25_34,M_El_Gas_Wt_Waste_35_44,M_El_Gas_Wt_Waste_45_54,M_El_Gas_Wt_Waste_55_64,M_El_Gas_Wt_Waste_65_74,M_El_Gas_Wt_Waste_75_84,M_El_Gas_Wt_Waste_85ov,M_El_Gas_Wt_Waste_Tot,M_Constru_15_19,M_Constru_20_24,M_Constru_25_34,M_Constru_35_44,M_Constru_45_54,M_Constru_55_64,M_Constru_65_74,M_Constru_75_84,M_Constru_85ov,M_Constru_Tot,M_WhlesaleTde_15_19,M_WhlesaleTde_20_24,M_WhlesaleTde_25_34,M_WhlesaleTde_35_44,M_WhlesaleTde_45_54,M_WhlesaleTde_55_64,M_WhlesaleTde_65_74,M_WhlesaleTde_75_84,M_WhlesaleTde_85ov,M_WhlesaleTde_Tot,M_RetTde_15_19,M_RetTde_20_24,M_RetTde_25_34,M_RetTde_35_44,M_RetTde_45_54,M_RetTde_55_64,M_RetTde_65_74,M_RetTde_75_84,M_RetTde_85ov,M_RetTde_Tot,M_Accom_food_15_19,M_Accom_food_20_24,M_Accom_food_25_34,M_Accom_food_35_44,M_Accom_food_45_54,M_Accom_food_55_64,M_Accom_food_65_74,M_Accom_food_75_84,M_Accom_food_85ov,M_Accom_food_Tot,M_Trans_post_wrehsg_15_19,M_Trans_post_wrehsg_20_24,M_Trans_post_wrehsg_25_34,M_Trans_post_wrehsg_35_44,M_Trans_post_wrehsg_45_54,M_Trans_post_wrehsg_55_64,M_Trans_post_wrehsg_65_74,M_Trans_post_wrehsg_75_84,M_Trans_post_wrehsg_85ov,M_Trans_post_wrehsg_Tot,M_Info_media_teleco_15_19,M_Info_media_teleco_20_24,M_Info_media_teleco_25_34,M_Info_media_teleco_35_44,M_Info_media_teleco_45_54,M_Info_media_teleco_55_64,M_Info_media_teleco_65_74,M_Info_media_teleco_75_84,M_Info_media_teleco_85ov,M_Info_media_teleco_Tot,M_Fin_Insur_15_19,M_Fin_Insur_20_24,M_Fin_Insur_25_34,M_Fin_Insur_35_44,M_Fin_Insur_45_54,M_Fin_Insur_55_64,M_Fin_Insur_65_74,M_Fin_Insur_75_84,M_Fin_Insur_85ov,M_Fin_Insur_Tot,M_RtnHir_REst_15_19,M_RtnHir_REst_20_24,M_RtnHir_REst_25_34,M_RtnHir_REst_35_44,M_RtnHir_REst_45_54,M_RtnHir_REst_55_64,M_RtnHir_REst_65_74,M_RtnHir_REst_75_84,M_RtnHir_REst_85ov,M_RtnHir_REst_Tot,M_Pro_scien_tec_15_19,M_Pro_scien_tec_20_24,M_Pro_scien_tec_25_34,M_Pro_scien_tec_35_44,M_Pro_scien_tec_45_54,M_Pro_scien_tec_55_64,M_Pro_scien_tec_65_74,M_Pro_scien_tec_75_84,M_Pro_scien_tec_85ov,M_Pro_scien_tec_Tot,M_Admin_supp_15_19,M_Admin_supp_20_24,M_Admin_supp_25_34,M_Admin_supp_35_44,M_Admin_supp_45_54,M_Admin_supp_55_64,M_Admin_supp_65_74,M_Admin_supp_75_84,M_Admin_supp_85ov,M_Admin_supp_Tot,M_Public_admin_sfty_15_19,M_Public_admin_sfty_20_24,M_Public_admin_sfty_25_34,M_Public_admin_sfty_35_44,M_Public_admin_sfty_45_54,M_Public_admin_sfty_55_64,M_Public_admin_sfty_65_74,M_Public_admin_sfty_75_84,M_Public_admin_sfty_85ov,M_Public_admin_sfty_Tot,M_Educ_trng_15_19,M_Educ_trng_20_24,M_Educ_trng_25_34,M_Educ_trng_35_44,M_Educ_trng_45_54,M_Educ_trng_55_64,M_Educ_trng_65_74,M_Educ_trng_75_84,M_Educ_trng_85ov,M_Educ_trng_Tot,M_HlthCare_SocAs_15_19,M_HlthCare_SocAs_20_24,M_HlthCare_SocAs_25_34,M_HlthCare_SocAs_35_44,M_HlthCare_SocAs_45_54,M_HlthCare_SocAs_55_64,M_HlthCare_SocAs_65_74,M_HlthCare_SocAs_75_84,M_HlthCare_SocAs_85ov,M_HlthCare_SocAs_Tot,M_Art_recn_15_19,M_Art_recn_20_24,M_Art_recn_25_34,M_Art_recn_35_44,M_Art_recn_45_54,M_Art_recn_55_64,M_Art_recn_65_74,M_Art_recn_75_84,M_Art_recn_85ov,M_Art_recn_Tot,M_Oth_scs_15_19,M_Oth_scs_20_24,M_Oth_scs_25_34,M_Oth_scs_35_44,M_Oth_scs_45_54,M_Oth_scs_55_64,M_Oth_scs_65_74,M_Oth_scs_75_84,M_Oth_scs_85ov,M_Oth_scs_Tot,M_ID_NS_15_19,M_ID_NS_20_24,M_ID_NS_25_34,M_ID_NS_35_44,M_ID_NS_45_54,M_ID_NS_55_64,M_ID_NS_65_74,M_ID_NS_75_84,M_ID_NS_85ov,M_ID_NS_Tot
SAL10768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10769,4,0,0,0,0,0,0,0,0,5,0,0,0,8,0,3,0,0,0,8,5,0,11,6,12,9,0,0,0,44,0,0,4,6,5,4,0,0,0,20,7,23,57,55,35,25,0,0,0,198,0,0,8,3,12,5,0,0,0,28,10,10,16,9,10,3,4,0,0,60,9,10,9,5,3,0,0,0,0,35,0,0,6,16,19,13,5,0,0,57,0,0,0,8,3,0,0,0,0,13,0,0,3,0,10,3,0,0,0,12,0,7,0,6,3,0,0,0,0,9,0,0,12,13,12,8,9,0,0,45,3,0,3,4,0,0,0,0,0,15,0,0,8,11,18,9,0,0,0,50,0,0,11,6,13,7,4,0,0,47,0,3,7,3,10,9,0,0,0,36,0,0,5,0,0,0,0,0,0,6,0,3,8,5,11,5,0,0,0,34,0,6,10,11,6,6,0,3,0,40
SAL10770,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10771,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,3,0,0,0,11,0,8,3,16,19,5,5,0,0,56,0,0,0,12,3,5,0,0,0,22,16,22,19,26,35,14,0,0,0,136,0,0,7,11,9,3,3,0,0,30,3,5,3,6,5,7,3,0,0,34,20,3,0,3,7,0,3,0,0,39,0,4,3,8,11,9,5,0,0,47,0,0,0,6,0,0,3,0,0,6,0,3,0,8,4,7,0,0,0,17,0,0,0,6,0,6,0,0,0,13,0,5,0,10,5,7,0,0,0,27,0,0,0,0,3,3,0,0,0,10,3,0,10,11,19,14,0,0,0,57,0,5,0,10,9,11,0,3,0,38,0,3,0,0,4,4,0,0,0,13,0,0,0,0,3,0,0,0,0,5,0,3,5,8,7,5,5,0,0,25,0,0,5,3,3,0,3,0,0,18
SAL10772,0,3,4,0,4,0,3,0,0,12,0,0,4,5,3,8,0,0,0,17,5,8,21,21,25,17,8,0,0,101,0,3,7,8,4,8,0,0,0,36,17,19,97,75,32,23,3,0,0,266,0,7,8,9,11,13,5,0,0,48,10,7,14,10,13,4,9,0,0,68,14,8,3,6,0,0,0,0,0,32,0,0,9,21,25,28,6,0,0,95,0,0,3,4,5,3,0,0,0,15,0,5,3,7,11,0,0,0,0,19,0,0,0,6,9,6,0,3,0,15,0,8,6,17,6,3,8,0,0,50,0,0,0,8,8,3,3,0,0,31,0,8,18,32,22,17,7,0,0,97,0,4,13,16,18,8,7,0,0,63,0,0,13,3,17,13,10,0,0,53,6,0,8,3,3,0,0,0,0,16,0,5,14,14,8,6,7,0,0,51,3,5,12,9,6,8,0,0,0,50
SAL10773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10774,0,4,3,4,4,0,0,0,0,16,0,7,51,73,36,22,0,0,0,183,10,20,59,83,84,36,6,0,0,295,0,0,13,15,21,6,0,0,0,58,24,44,81,101,71,39,6,0,0,359,3,0,20,31,20,14,7,0,0,99,40,35,51,52,34,28,0,0,0,258,71,14,18,25,5,4,0,0,0,140,4,7,28,49,43,37,5,0,0,177,4,0,4,3,4,5,0,0,0,15,0,0,24,10,16,4,0,0,0,58,0,4,4,9,5,3,0,0,0,27,3,9,41,57,26,18,3,0,0,144,3,5,20,18,20,3,0,0,0,76,0,6,29,70,48,29,4,0,0,194,0,9,25,41,20,6,4,0,0,103,5,12,60,86,51,29,7,0,0,250,3,3,9,4,3,0,0,0,0,22,14,10,20,30,31,11,4,0,0,117,4,12,27,33,32,14,0,0,0,117
SAL10775,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10777,0,0,0,3,0,0,0,0,0,6,0,0,0,0,3,3,0,0,0,8,0,0,12,17,15,5,7,0,0,60,0,0,3,4,0,0,3,0,0,13,0,12,41,30,26,12,5,0,0,131,0,0,11,26,10,5,9,0,0,58,6,12,15,21,20,12,4,5,0,99,15,13,14,22,11,3,10,0,0,89,0,7,5,15,21,7,3,0,0,59,0,4,21,29,18,20,4,0,0,94,0,11,53,99,77,47,9,0,0,295,0,3,18,9,14,11,9,0,0,62,0,7,109,134,94,52,32,8,6,433,0,0,11,20,4,9,0,0,0,46,0,0,16,18,19,15,8,3,0,78,5,7,27,21,25,12,6,0,0,101,3,8,26,31,33,17,18,0,0,131,0,0,3,12,10,0,0,0,0,34,3,0,6,14,13,5,4,0,0,42,0,0,22,22,16,12,8,0,0,82
SAL10778,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL10779,0,0,6,0,0,0,0,0,0,11,0,0,4,3,5,0,0,0,0,10,4,37,98,103,71,61,12,0,0,388,0,8,14,13,13,14,4,0,0,55,17,58,150,101,59,44,3,0,0,441,4,13,27,33,28,19,0,0,0,118,13,59,105,74,40,38,7,0,0,334,42,37,42,46,15,10,0,0,0,197,3,29,90,106,78,56,10,0,0,378,0,5,22,20,8,9,5,0,0,66,0,11,44,47,22,4,0,0,0,130,0,3,6,17,14,6,3,0,0,44,4,17,78,76,31,17,8,0,0,226,4,10,24,25,12,12,6,0,0,86,3,23,73,63,53,29,12,0,0,251,3,13,49,29,32,24,9,3,0,161,7,15,101,94,53,27,10,0,0,309,0,3,6,8,7,4,0,0,0,30,7,15,41,27,20,15,4,0,0,122,11,42,74,54,44,24,11,0,0,255
SAL10780,0,10,0,0,0,4,0,0,0,13,0,0,3,0,0,0,0,0,0,5,0,10,33,19,15,12,0,0,0,89,0,6,5,4,5,8,0,0,0,19,5,15,64,41,23,13,0,0,0,163,0,8,32,26,9,5,3,0,0,75,11,34,70,21,19,13,6,0,0,174,25,60,68,29,18,3,0,0,0,199,0,8,29,24,12,11,7,0,0,85,0,13,48,53,36,14,0,0,0,160,0,23,83,67,41,15,5,0,0,231,4,4,17,18,15,12,0,0,0,57,7,52,230,145,87,45,19,6,0,596,0,12,29,15,12,6,7,0,0,82,0,6,48,48,33,17,0,0,0,156,32,61,90,72,42,31,9,0,0,339,3,24,129,69,39,29,8,0,0,306,9,14,35,18,7,13,4,0,0,100,0,8,22,20,14,8,0,0,0,76,3,13,53,38,11,5,0,0,0,131
SAL10781,0,3,3,8,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,19,100,73,65,80,9,3,0,354,0,3,3,9,10,0,0,0,0,20,10,37,184,139,148,83,10,0,0,617,0,14,47,60,25,33,9,0,0,189,15,102,200,126,55,55,10,0,0,562,36,110,167,69,57,45,6,0,0,492,4,32,128,122,102,98,17,0,0,511,0,3,37,32,18,5,4,0,0,104,0,23,83,72,32,13,3,0,0,217,0,4,27,24,7,6,3,0,0,71,0,48,143,117,36,26,10,0,0,381,5,33,89,38,37,47,4,0,0,255,0,14,61,45,33,31,10,0,0,197,3,17,58,51,42,23,10,0,0,205,0,35,128,110,50,38,12,0,0,381,0,11,23,14,8,4,4,0,0,60,3,19,52,46,37,31,10,0,0,199,0,46,121,107,73,45,11,0,0,400
SAL10782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
SAL10784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,6,10,16,19,0,0,0,0,54,0,0,3,5,4,0,0,0,0,9,0,0,3,4,5,8,0,0,0,22,0,0,7,3,4,0,0,0,0,21,0,0,4,0,6,0,0,0,0,15,0,0,3,0,0,3,0,0,0,4,0,3,3,12,0,0,0,0,0,25,0,0,5,4,0,0,0,0,0,14,0,3,7,10,6,3,0,0,0,28,0,0,0,0,0,0,0,0,0,7,0,0,5,3,9,5,0,0,0,19,0,4,4,4,3,4,0,0,0,17,0,0,3,4,3,3,3,0,0,19,0,0,0,0,4,0,0,0,0,10,0,0,4,0,0,0,0,0,0,8,0,4,6,3,7,0,0,0,0,19
SAL10785,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10786,0,0,0,3,0,0,0,0,0,14,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL10787,0,0,4,4,3,4,4,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,4,16,0,3,6,3,0,0,34,0,0,0,3,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,7,0,0,6,3,0,0,0,0,0,11,0,0,0,4,0,5,0,0,0,10,0,5,0,0,5,4,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8
SAL10788,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10789,0,0,0,0,3,0,4,4,0,14,0,0,0,0,0,0,0,0,0,3,0,0,4,4,9,4,0,0,0,24,0,0,0,0,0,0,0,0,0,6,3,8,10,8,5,3,3,0,0,32,0,0,0,0,0,8,0,0,0,7,10,3,8,3,0,5,0,0,0,29,3,0,0,0,0,0,0,0,0,7,0,0,0,6,6,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,6,0,0,5,4,7,0,0,0,0,18,0,0,0,7,3,5,0,0,0,13,0,0,4,0,8,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,6,4,0,3,9,0,0,0,0,20,0,0,0,0,0,3,0,0,0,9
SAL10790,0,0,3,0,5,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,6,15,51,51,92,130,11,0,0,357,0,0,4,5,8,0,5,0,0,23,3,26,66,35,52,43,6,0,0,226,6,9,21,17,16,20,3,0,0,96,10,46,50,33,34,35,9,0,0,203,30,17,29,19,24,19,3,0,0,135,6,25,52,56,36,54,8,0,0,239,0,6,14,10,5,6,0,0,0,31,0,6,51,26,14,3,0,0,0,99,0,0,5,0,0,0,0,0,0,10,0,15,51,26,18,4,0,0,0,109,0,9,15,4,12,10,0,0,0,39,0,10,23,15,7,10,0,0,0,58,0,15,16,10,7,3,0,0,0,53,0,18,33,19,12,4,3,0,0,87,0,3,3,4,5,0,4,0,0,21,0,5,16,12,17,12,0,0,0,63,10,21,56,23,55,47,0,0,0,211
SAL10791,0,0,4,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,4,12,34,46,71,94,13,0,0,282,0,0,3,8,3,8,0,0,0,14,0,18,46,43,34,33,6,0,0,185,0,3,13,31,16,16,3,0,0,81,5,33,45,31,28,25,3,0,0,179,12,11,25,16,15,15,0,0,0,91,3,16,37,41,60,44,3,0,0,205,0,5,11,6,4,8,0,0,0,34,0,13,29,24,4,0,0,0,0,77,0,0,4,8,0,3,0,0,0,17,0,16,42,19,20,8,3,0,0,109,0,9,11,10,13,13,0,0,0,59,0,5,10,13,10,7,0,0,0,60,4,9,27,5,3,6,6,0,0,55,0,13,29,10,19,9,0,0,0,74,0,4,4,0,0,0,0,0,0,15,0,3,8,12,9,12,0,0,0,46,0,21,47,30,45,35,0,0,0,188
SAL10792,0,0,0,3,5,0,10,4,0,26,0,0,0,0,5,3,0,0,0,6,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,7,0,0,0,17,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,11,4,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,4,4,0,0,0,10,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10793,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,4,0,0,0,13,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4
SAL10794,0,0,7,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
