SAL_CODE_2021,M_Ptn_in_RM_0_14,M_Ptn_in_RM_15_24,M_Ptn_in_RM_25_34,M_Ptn_in_RM_35_44,M_Ptn_in_RM_45_54,M_Ptn_in_RM_55_64,M_Ptn_in_RM_65_74,M_Ptn_in_RM_75_84,M_Ptn_in_RM_85ov,M_Ptn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ptn_in_RM_0_14,F_Ptn_in_RM_15_24,F_Ptn_in_RM_25_34,F_Ptn_in_RM_35_44,F_Ptn_in_RM_45_54,F_Ptn_in_RM_55_64,F_Ptn_in_RM_65_74,F_Ptn_in_RM_75_84,F_Ptn_in_RM_85ov,F_Ptn_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
SAL21044,..,0,0,0,5,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,..,0,0,0,6,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL21045,..,0,10,31,38,43,65,21,0,216,..,0,9,13,10,6,4,0,0,47,..,0,0,3,3,0,0,0,0,8,97,..,..,..,..,..,..,..,..,97,..,17,..,..,..,..,..,..,..,17,..,12,11,5,4,0,0,0,0,36,..,0,0,0,0,6,0,0,0,10,..,0,3,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,4,..,0,0,9,6,10,13,3,0,35,0,3,0,0,0,0,0,0,0,9,101,41,38,58,57,72,81,32,0,475,..,5,11,44,48,56,45,16,0,222,..,5,12,10,8,11,8,0,0,50,..,0,4,5,10,0,0,0,0,23,83,..,..,..,..,..,..,..,..,83,..,24,..,..,..,..,..,..,..,24,..,18,5,0,0,0,0,0,0,22,..,0,0,0,0,0,0,0,0,3,..,5,0,0,0,0,0,0,0,4
SAL21046,..,0,0,3,5,6,6,0,0,18,..,0,0,4,0,3,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,4,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,3,5,6,8,0,0,35,..,0,3,0,4,3,3,0,0,18,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,5,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,3
SAL21047,..,34,839,1118,595,523,324,283,128,3848,..,50,432,194,104,57,22,10,0,874,..,0,10,32,54,31,20,14,18,177,2008,..,..,..,..,..,..,..,..,2008,..,438,..,..,..,..,..,..,..,438,..,325,284,114,96,51,3,6,0,873,..,99,137,55,38,38,23,11,0,405,..,166,190,30,13,10,4,3,0,408,..,255,402,79,45,44,25,7,0,851,..,20,179,175,163,186,145,88,64,1025,10,8,21,26,24,7,10,8,4,115,2020,1400,2504,1814,1122,959,575,414,214,11020,..,109,1124,1003,560,461,335,221,57,3866,..,78,432,178,108,52,16,0,0,867,..,10,83,169,214,154,71,83,50,826,1855,..,..,..,..,..,..,..,..,1855,..,511,..,..,..,..,..,..,..,511,..,214,209,58,37,31,5,0,0,552,..,77,80,36,32,59,48,30,13,378,..,122,96,22,8,5,5,0,0,259
SAL21048,..,0,0,9,7,5,13,9,0,39,..,0,0,3,0,4,0,0,0,14,..,0,0,0,0,0,0,0,0,5,26,..,..,..,..,..,..,..,..,26,..,0,..,..,..,..,..,..,..,0,..,7,0,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,3,7,3,0,0,23,0,0,0,0,0,4,0,0,0,6,26,11,8,8,22,25,22,7,0,129,..,0,3,6,4,8,11,0,0,45,..,6,3,0,3,3,0,0,0,11,..,0,0,0,0,0,0,0,0,3,13,..,..,..,..,..,..,..,..,13,..,4,..,..,..,..,..,..,..,4,..,3,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL21049,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,3,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL21050,..,0,0,11,16,7,23,6,0,62,..,0,0,4,3,6,0,0,0,12,..,0,0,0,0,0,0,0,0,8,32,..,..,..,..,..,..,..,..,32,..,14,..,..,..,..,..,..,..,14,..,4,4,6,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,32,19,9,23,22,16,25,9,3,150,..,0,3,11,20,10,13,0,0,54,..,3,0,0,0,3,0,0,0,10,..,0,0,0,3,0,0,0,0,9,25,..,..,..,..,..,..,..,..,25,..,8,..,..,..,..,..,..,..,8,..,4,3,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL21051,..,0,6,0,5,13,3,4,0,26,..,0,3,0,3,0,4,0,0,7,..,0,0,0,0,0,0,0,0,0,12,..,..,..,..,..,..,..,..,12,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,6,..,5,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,6,0,0,0,7,0,0,0,0,0,0,0,0,0,0,12,9,12,0,7,17,12,3,0,66,..,0,4,0,5,9,4,0,0,26,..,0,5,0,0,4,0,0,0,9,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL21052,..,0,0,0,0,4,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,7,3,0,0,18,..,0,0,0,0,4,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,0,0,0,0,4,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0
SAL21053,..,0,0,4,3,7,4,0,0,26,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,0,5,0,0,7,0,0,0,0,0,3,0,0,0,3,3,6,3,4,11,10,13,5,0,50,..,0,3,0,4,4,6,0,0,26,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL21054,..,0,0,6,13,34,19,9,0,71,..,0,3,8,0,6,5,0,0,20,..,0,0,0,0,0,0,0,0,3,13,..,..,..,..,..,..,..,..,13,..,3,..,..,..,..,..,..,..,3,..,0,3,0,0,0,0,0,0,3,..,6,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,..,0,0,3,13,14,10,4,0,50,0,0,0,0,0,0,0,0,0,6,13,7,11,8,30,58,29,15,0,180,..,0,0,3,8,30,18,3,0,70,..,0,3,4,3,7,0,3,0,19,..,0,0,0,0,0,0,0,0,4,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,8,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0
SAL21055,..,0,0,4,3,14,9,4,0,37,..,0,4,3,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,18,..,..,..,..,..,..,..,..,18,..,6,..,..,..,..,..,..,..,6,..,11,0,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,6,0,0,0,0,0,0,7,..,0,0,4,4,4,0,4,0,15,0,0,0,0,0,0,0,0,0,0,18,18,13,10,11,15,18,3,0,106,..,0,3,4,9,10,9,0,0,36,..,0,4,5,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,5,19,..,..,..,..,..,..,..,..,19,..,7,..,..,..,..,..,..,..,7,..,5,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0
SAL21056,..,0,28,39,57,55,55,37,10,282,..,18,56,21,31,11,11,5,0,150,..,0,5,8,9,4,7,0,0,21,148,..,..,..,..,..,..,..,..,148,..,38,..,..,..,..,..,..,..,38,..,35,16,10,5,0,0,0,0,67,..,8,3,0,4,0,0,0,0,18,..,11,6,0,0,0,4,0,0,18,..,16,29,0,0,3,5,3,0,57,..,8,28,20,32,31,33,22,8,173,0,4,5,4,0,0,0,0,0,12,145,138,178,104,132,109,108,57,17,989,..,3,34,45,55,54,57,39,6,286,..,22,53,18,28,11,6,0,0,139,..,3,11,27,27,8,7,6,4,97,135,..,..,..,..,..,..,..,..,135,..,34,..,..,..,..,..,..,..,34,..,17,9,4,6,6,0,0,0,35,..,4,7,0,0,6,4,0,0,26,..,3,9,0,0,0,0,0,0,11
SAL21057,..,0,0,0,5,3,4,3,0,14,..,0,0,3,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,5,7,..,..,..,..,..,..,..,..,7,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,7,4,3,4,8,9,3,4,0,45,..,0,0,0,5,7,6,0,0,11,..,0,0,4,0,3,0,0,0,6,..,0,0,0,0,3,0,0,0,3,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL21058,..,0,153,258,241,253,253,175,39,1375,..,44,179,98,51,33,16,7,0,426,..,3,12,19,25,21,11,11,9,101,731,..,..,..,..,..,..,..,..,731,..,167,..,..,..,..,..,..,..,167,..,159,84,36,26,11,0,0,0,318,..,19,24,8,4,13,5,3,0,79,..,11,18,8,6,0,8,0,0,53,..,57,68,20,19,15,6,5,0,187,..,13,81,67,83,97,90,40,15,489,10,10,14,5,3,6,0,4,0,55,744,482,632,516,455,454,384,248,63,3982,..,10,197,282,237,252,252,135,24,1390,..,67,204,79,57,23,19,4,0,446,..,12,82,112,105,59,30,20,16,428,767,..,..,..,..,..,..,..,..,767,..,190,..,..,..,..,..,..,..,190,..,89,46,25,7,10,0,0,0,176,..,22,16,0,5,15,20,18,9,107,..,7,8,6,0,0,0,0,0,34
SAL21059,..,0,0,9,5,7,12,3,0,49,..,0,0,6,5,0,3,0,0,18,..,0,0,0,0,0,4,0,0,3,21,..,..,..,..,..,..,..,..,21,..,4,..,..,..,..,..,..,..,4,..,4,3,3,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,21,6,7,18,8,20,20,11,0,106,..,0,3,13,7,15,11,0,3,45,..,0,3,0,5,0,0,0,0,11,..,0,0,0,0,0,0,0,0,4,24,..,..,..,..,..,..,..,..,24,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL21060,..,0,0,0,0,0,0,4,0,4,..,0,0,0,0,4,0,0,0,4,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,4,0,15,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL21061,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL21062,..,0,0,0,0,0,7,0,0,10,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,5,7,0,0,26,..,0,0,0,0,5,0,0,0,8,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL21063,..,0,0,0,3,6,0,0,0,14,..,0,0,5,0,0,5,0,0,5,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,4,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,3,3,3,4,13,7,4,0,45,..,0,0,0,7,7,0,0,0,16,..,0,0,5,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL21064,..,0,0,9,5,12,13,5,0,45,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,0,4,10,10,16,16,4,0,65,..,0,5,10,5,13,16,0,0,43,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,6,..,..,..,..,..,..,..,..,6,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL21065,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,6,0,0,4,..,0,0,0,3,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,0,0,21,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL21066,..,0,0,0,4,11,9,0,0,29,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,7,0,0,9,0,0,0,0,0,0,0,0,0,0,9,4,0,0,5,13,18,6,0,61,..,0,0,4,3,16,11,0,0,33,..,0,0,0,6,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,4,..,..,..,..,..,..,..,4,..,3,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL21067,..,0,0,0,0,6,3,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,9,3,0,0,30,..,0,0,0,0,5,4,0,0,13,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL21068,..,0,0,5,12,13,22,6,4,56,..,0,0,4,0,6,3,0,0,10,..,0,0,0,0,0,0,0,0,0,20,..,..,..,..,..,..,..,..,20,..,6,..,..,..,..,..,..,..,6,..,3,5,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,5,3,0,0,10,0,0,0,0,0,0,0,0,0,0,20,3,6,16,14,23,26,10,6,124,..,0,4,8,6,19,14,10,0,63,..,0,0,0,4,0,0,0,0,13,..,0,0,0,0,4,0,0,0,3,15,..,..,..,..,..,..,..,..,15,..,3,..,..,..,..,..,..,..,3,..,4,5,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL21069,..,3,19,20,30,36,18,8,0,131,..,0,9,7,7,6,6,0,0,31,..,0,0,0,0,0,0,0,0,3,63,..,..,..,..,..,..,..,..,63,..,9,..,..,..,..,..,..,..,9,..,17,4,0,0,0,0,0,0,26,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,3,3,3,15,6,4,0,35,0,0,0,0,4,0,0,0,0,7,65,39,37,38,49,54,35,17,0,329,..,0,20,33,27,32,22,10,0,136,..,0,9,12,7,3,0,0,0,37,..,0,4,7,0,0,0,0,0,16,65,..,..,..,..,..,..,..,..,65,..,23,..,..,..,..,..,..,..,23,..,10,3,0,0,0,0,0,0,14,..,0,0,0,0,3,0,0,6,8,..,0,0,0,0,0,0,0,0,0
SAL21070,..,0,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,..,0,0,0,0,0,5,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
SAL21071,..,0,7,6,12,9,4,0,0,48,..,0,3,0,3,0,5,0,0,12,..,0,0,0,0,0,0,0,0,0,21,..,..,..,..,..,..,..,..,21,..,5,..,..,..,..,..,..,..,5,..,6,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,21,11,10,7,23,12,13,3,0,103,..,0,13,7,9,11,5,4,0,48,..,5,0,0,8,3,0,0,0,13,..,0,0,0,4,0,0,0,0,3,28,..,..,..,..,..,..,..,..,28,..,3,..,..,..,..,..,..,..,3,..,4,4,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0
