SAL_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
SAL22563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,8,0,0,0,0,0,3,0,4,8,5,4,4,10,16,22,6,0,60,0,0,0,0,0,0,0,0,5,5,4,4,9,16,22,6,3,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,6,14,12,8,3,55,0,0,0,0,0,0,0,0,5,3,0,6,4,14,12,8,3,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,0,0,0,0,0,3,0,4,6,3,8,15,15,32,29,12,3,109,0,0,0,0,0,3,0,0,6,3,8,14,12,29,29,16,4,126
SAL22564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,8,3,10,0,29,0,0,0,0,0,0,0,0,0,0,0,7,3,8,3,10,0,29
SAL22565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,8,24,15,6,79,0,3,11,5,11,24,15,6,81,208,218,233,237,216,202,119,33,1454,12,11,20,10,3,17,17,10,87,214,230,258,250,231,248,153,48,1627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,3,0,0,12,0,0,6,0,5,3,0,0,6,222,242,261,267,234,296,147,47,1719,8,13,15,14,4,19,19,29,123,231,256,275,279,248,316,168,79,1849,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,11,5,12,27,15,6,91,0,8,12,5,14,27,15,6,89,425,462,494,501,448,499,265,80,3174,19,20,33,22,8,37,34,39,204,442,492,536,532,474,561,319,129,3474
SAL22566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,3,0,11,20,4,23,26,38,22,7,0,139,0,5,0,0,0,0,0,0,6,20,17,23,26,36,30,8,3,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14,26,29,36,23,13,0,160,4,4,0,0,3,0,0,3,12,23,18,26,29,45,23,13,3,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,3,0,8,42,19,48,54,69,47,18,0,298,4,8,0,0,3,0,0,0,20,44,33,48,54,77,52,18,10,335
SAL22567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,5,12,0,0,3,3,0,4,0,5,13,16,9,12,22,22,25,10,0,116,0,0,0,5,0,0,0,0,11,17,8,16,26,24,28,13,7,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,13,26,26,15,9,0,119,0,0,3,0,0,6,0,0,9,17,6,16,29,26,20,9,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,5,10,0,0,0,3,0,4,0,5,16,34,18,29,54,48,39,20,3,236,0,0,3,0,0,5,0,0,14,31,13,33,59,53,43,23,9,260
SAL22568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,8,9,5,0,0,30,0,0,0,0,0,0,0,0,6,5,8,3,8,9,3,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,11,0,0,0,26,0,3,0,0,0,0,0,0,10,0,5,0,9,12,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,4,17,17,5,0,0,60,0,4,0,0,0,0,0,0,13,3,15,5,14,18,8,3,0,74
SAL22569,0,0,6,0,0,0,0,0,4,4,0,5,0,0,0,0,0,10,3,22,41,49,81,148,98,58,499,5,25,51,50,82,148,98,58,513,1452,1677,1469,1336,1339,1114,599,147,9120,88,108,89,94,103,79,96,58,717,1544,1811,1607,1478,1522,1337,786,266,10354,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,3,14,23,15,6,4,67,0,3,5,17,26,15,6,4,74,1403,1885,1637,1484,1687,1456,823,350,10726,86,111,101,69,89,87,110,108,760,1490,1998,1743,1569,1804,1557,934,456,11562,0,0,6,4,0,0,0,0,11,4,3,5,0,0,0,0,0,15,3,22,42,65,105,162,103,61,564,5,30,54,62,112,162,103,61,585,2854,3559,3105,2821,3028,2567,1425,496,19846,178,222,191,159,195,161,201,173,1479,3033,3806,3347,3048,3330,2890,1727,726,21915
SAL22570,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,4,0,9,7,13,3,47,0,0,4,0,9,7,13,3,48,107,64,91,137,130,109,29,9,669,0,3,0,7,9,7,6,0,31,107,75,95,142,144,123,49,11,747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,95,73,114,150,117,110,37,9,706,5,6,0,0,8,6,0,0,32,96,81,117,151,123,120,39,8,744,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,4,0,13,7,16,3,48,0,3,0,0,13,7,16,3,51,196,136,201,285,246,222,64,14,1378,4,17,7,8,11,12,10,0,61,205,156,214,299,270,240,88,24,1494
SAL22571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,11,0,0,3,0,3,0,0,0,11,39,20,32,40,30,26,10,0,198,3,0,0,0,0,0,0,0,9,43,20,34,41,34,27,8,0,208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,20,37,42,34,30,3,0,223,0,0,0,0,4,0,0,0,4,47,20,35,42,37,31,3,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,12,0,0,3,0,3,0,0,0,12,91,45,66,82,66,56,10,0,417,3,0,0,0,4,0,0,0,10,94,45,70,87,71,61,12,0,440
SAL22572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,4,0,4,0,16,0,5,3,7,4,0,4,0,18,142,339,179,90,75,71,18,4,916,11,18,15,3,0,4,0,0,53,152,362,198,97,80,74,23,3,991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,324,167,90,78,66,19,9,893,11,20,8,8,3,3,5,0,57,145,342,174,96,79,69,29,9,943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,4,0,18,0,5,3,7,0,0,4,0,21,283,660,350,182,152,131,41,9,1807,22,40,25,5,4,10,6,0,108,295,703,376,198,158,139,52,15,1936
SAL22573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,12,3,5,9,13,12,0,0,55,0,0,0,0,0,0,0,0,5,10,4,5,9,11,9,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,10,11,21,4,3,0,60,0,0,0,0,0,3,0,0,6,8,6,10,11,21,7,3,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,18,12,11,19,29,12,5,0,115,4,0,0,0,4,3,0,0,9,19,12,11,19,31,17,9,0,124
SAL22574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,0,4,7,5,0,8,8,4,0,37,0,0,0,0,0,0,0,0,0,4,7,5,6,9,8,4,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,8,5,3,0,34,0,0,0,0,0,0,0,0,0,3,7,0,7,8,9,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,6,0,0,0,0,0,3,5,0,6,3,4,6,5,17,10,7,0,68,0,0,0,0,0,0,0,0,3,3,11,6,11,16,14,8,0,75
SAL22575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,21
SAL22576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,6,3,3,0,26,0,0,0,0,0,0,0,0,0,5,3,10,0,6,3,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,6,6,4,0,0,21,0,0,0,0,0,0,0,0,0,0,6,3,6,6,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,9,4,8,7,3,0,45,0,0,0,0,0,0,0,0,0,5,12,13,4,8,7,3,0,54
SAL22577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,13,9,4,39,0,0,0,3,8,13,9,4,36,44,37,57,69,115,112,58,9,502,5,6,0,7,8,9,4,7,48,50,39,58,81,130,140,75,16,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,3,0,0,0,5,31,45,54,86,132,125,52,15,545,0,3,3,7,8,12,16,20,65,31,51,55,97,142,134,67,31,616,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,7,13,14,4,38,0,0,0,0,13,13,14,4,46,73,81,113,162,243,239,109,22,1043,5,9,5,12,16,17,21,23,115,86,90,118,176,274,271,146,48,1204
SAL22578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,14,12,16,11,3,3,76,0,0,0,0,3,0,0,0,7,12,8,12,16,17,13,3,3,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,12,14,10,7,0,63,0,0,0,0,0,0,0,0,7,3,5,7,16,14,13,7,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,18,24,35,25,6,3,139,0,0,0,4,3,3,0,0,10,15,15,21,26,37,26,6,3,150
SAL22579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,12,4,5,15,10,10,8,0,63,0,0,0,7,0,0,0,0,12,11,4,6,16,13,10,10,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,8,14,17,5,8,0,58,0,0,3,0,0,0,0,0,10,7,3,8,14,15,5,5,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,23,9,9,25,24,11,13,3,122,5,0,5,7,3,0,0,0,17,26,12,11,33,25,11,11,3,138
SAL22580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,11,8,10,4,0,0,59,0,0,0,0,0,0,0,0,0,10,9,9,9,10,3,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,13,5,5,4,0,0,46,0,0,0,0,0,0,0,0,3,8,6,13,5,8,4,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,16,22,18,17,10,0,0,107,0,0,0,0,0,0,0,0,9,20,16,24,19,15,11,3,3,110
SAL22581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,9,3,6,0,27,0,0,5,0,0,0,0,0,6,0,6,0,6,7,8,6,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,7,3,0,0,21,0,0,0,0,0,0,0,0,5,4,0,4,4,9,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,8,10,11,5,0,49,0,0,5,0,0,5,0,0,12,9,3,10,8,16,12,5,0,64
SAL22582,0,3,9,0,3,0,0,0,16,0,4,5,0,0,0,0,0,13,3,6,13,14,13,19,14,4,86,0,17,26,14,22,19,14,4,113,1784,3406,4083,1350,582,379,130,11,11718,364,699,526,183,68,40,26,6,1902,2153,4121,4627,1549,670,436,168,19,13736,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,0,0,13,4,8,4,7,3,0,0,0,25,1516,3657,3474,1132,782,420,147,29,11158,142,269,229,81,44,30,8,0,802,1656,3937,3708,1220,832,458,155,28,11988,4,7,8,0,3,0,0,0,20,0,3,7,6,0,0,0,0,19,6,8,11,18,18,23,12,4,101,9,22,29,24,24,23,12,4,140,3300,7067,7553,2483,1367,793,276,43,22874,504,968,757,263,112,71,32,8,2714,3813,8054,8336,2768,1502,888,320,52,25727
SAL22583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,13
SAL22584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,0,0,0,3,3,0,0,6,14,9,12,19,42,25,6,5,129,0,6,0,0,3,4,0,0,10,14,7,12,26,44,29,9,5,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,11,14,24,31,25,7,4,144,0,0,0,4,0,4,0,0,12,25,10,15,30,35,33,7,4,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,11,0,0,0,3,3,3,0,0,9,39,18,28,47,71,51,19,11,270,0,5,0,5,5,3,0,0,21,39,20,25,56,81,58,15,11,300
SAL22585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9
SAL22586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,3,17,20,14,3,68,0,11,6,3,14,20,14,3,79,306,545,454,382,337,316,197,47,2585,16,52,24,16,18,10,12,5,162,328,609,488,409,369,345,223,49,2823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,4,0,0,0,12,280,557,468,360,381,398,232,64,2738,23,35,22,24,14,13,16,7,150,301,589,492,382,399,417,246,72,2897,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,5,3,5,20,23,16,3,79,0,11,6,5,20,23,16,3,83,585,1103,922,744,716,715,424,108,5318,42,92,48,43,29,29,23,9,310,625,1202,981,793,763,766,469,123,5715
SAL22587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,12,0,0,0,0,0,11,0,0,12,13,18,19,22,35,32,13,0,152,0,0,0,3,0,5,0,0,16,13,22,22,28,36,46,17,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,17,23,15,19,37,24,16,0,158,0,0,0,0,8,4,0,0,14,18,23,19,21,45,30,18,3,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,18,0,0,0,0,0,7,0,0,18,32,43,39,40,70,56,23,4,305,0,0,0,6,11,9,10,0,33,35,44,41,45,82,74,38,4,355
SAL22588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,8
SAL22589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,3,3,3,3,3,3,3,0,23,0,0,0,0,0,0,0,0,0,3,3,3,3,3,4,3,0,23
SAL22590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,7
