SAL_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL21849,..,62,74,6,10,9,10,0,0,173,..,46,136,102,86,102,106,89,38,705,9,8,10,13,16,5,5,0,0,68,758,562,862,742,702,555,390,219,82,4864,..,15,515,969,824,684,418,203,47,3684,..,78,428,187,133,75,46,5,0,952,..,0,9,54,101,66,32,20,24,306,1575,..,..,..,..,..,..,..,..,1575,..,571,..,..,..,..,..,..,..,571,..,189,157,39,33,15,11,0,0,445,..,49,47,12,10,16,38,20,10,209,..,33,51,4,0,7,0,0,0,101,..,110,171,33,21,11,23,11,0,380,..,69,249,198,178,200,187,132,60,1269,18,15,35,17,14,13,13,0,0,123,1589,1133,1663,1521,1321,1099,762,385,142,9606
SAL21850,..,0,0,0,0,5,6,0,0,12,..,0,3,0,4,10,26,16,9,72,0,0,0,0,0,0,0,3,0,3,75,36,36,41,51,59,74,41,7,416,..,0,33,49,66,70,72,40,11,339,..,3,15,13,5,9,0,0,0,54,..,0,6,12,8,6,3,0,0,40,158,..,..,..,..,..,..,..,..,158,..,38,..,..,..,..,..,..,..,38,..,31,6,0,3,0,0,0,0,47,..,0,0,0,0,5,3,0,0,11,..,7,0,0,0,0,0,0,0,5,..,3,0,4,0,3,6,0,0,17,..,5,3,9,15,35,43,24,12,145,0,4,0,0,0,0,0,3,0,9,165,87,66,78,107,130,133,75,20,863
SAL21851,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,0,8,0,0,16,0,0,0,0,0,0,0,0,0,4,13,0,4,5,9,11,18,16,0,78,..,0,0,9,5,11,19,13,0,60,..,0,5,4,3,7,3,4,0,28,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,5,..,..,..,..,..,..,..,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,6,0,0,11,..,0,0,5,3,0,8,0,0,24,0,0,0,0,5,0,0,0,0,6,10,5,5,16,19,23,38,24,3,148
SAL21852,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,3,0,0,4,0,0,0,0,0,0,0,0,0,0,10,5,5,8,16,8,14,0,0,76,..,0,0,13,17,14,14,3,0,57,..,0,6,3,8,3,3,0,0,28,..,0,0,0,3,0,0,0,0,3,26,..,..,..,..,..,..,..,..,26,..,7,..,..,..,..,..,..,..,7,..,3,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,3,0,0,0,4,0,0,6,..,0,0,0,4,4,4,3,0,12,0,0,0,0,0,0,0,0,0,3,26,12,18,15,29,20,27,6,0,154
SAL21853,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,6,4,0,0,0,27,..,0,8,5,3,4,0,3,0,21,..,5,0,0,0,3,0,0,0,9,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,6,..,..,..,..,..,..,..,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,5,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,5,13,3,3,13,5,3,0,52
SAL21854,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,..,0,0,4,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,17
SAL21855,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,5,0,10,3,3,14,0,0,42,..,0,0,10,11,11,23,0,0,52,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,17,..,..,..,..,..,..,..,..,17,..,0,..,..,..,..,..,..,..,0,..,3,0,4,0,0,0,0,0,6,..,0,0,0,0,4,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,7,4,0,0,9,4,0,0,0,0,0,0,0,0,4,16,9,0,15,11,16,27,6,0,98
SAL21856,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,6,6,3,6,0,3,0,29,..,0,0,3,0,10,5,4,0,26,..,0,0,0,9,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,11,..,..,..,..,..,..,..,..,11,..,0,..,..,..,..,..,..,..,0,..,0,3,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,11,0,3,3,10,10,7,5,0,58
SAL21857,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,3,6,0,0,10,0,0,0,0,0,0,0,0,0,5,46,19,11,32,32,47,44,5,7,234,..,0,9,29,41,59,57,6,3,216,..,3,4,10,9,17,0,0,0,48,..,0,0,8,0,5,3,0,0,18,82,..,..,..,..,..,..,..,..,82,..,28,..,..,..,..,..,..,..,28,..,20,10,5,0,0,0,0,0,32,..,0,0,3,0,3,3,0,5,18,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,7,..,0,0,3,10,13,11,0,0,43,0,4,3,0,0,3,0,0,0,10,82,49,28,64,70,99,89,9,7,499
SAL21858,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,..,0,0,0,0,0,0,3,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SAL21859,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,4,0,0,15,0,0,4,0,0,0,0,0,0,4,21,31,12,17,38,29,19,11,0,186,..,0,11,26,53,42,24,17,0,167,..,0,9,8,8,4,3,0,0,28,..,0,0,0,5,4,0,0,0,13,51,..,..,..,..,..,..,..,..,51,..,23,..,..,..,..,..,..,..,23,..,28,9,3,0,0,0,0,0,37,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,5,8,10,0,0,20,0,0,4,0,0,0,0,0,0,8,53,55,26,31,79,62,37,16,3,359
SAL21860,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,12,4,10,8,9,5,11,4,0,68,..,0,10,8,11,6,14,9,4,62,..,0,6,3,3,3,0,0,0,17,..,0,0,4,3,0,0,0,0,3,26,..,..,..,..,..,..,..,..,26,..,8,..,..,..,..,..,..,..,8,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,6,..,0,5,0,3,0,6,4,0,16,0,0,0,0,0,0,0,0,0,0,26,7,20,17,19,18,23,15,3,148
SAL21861,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,6,8,3,5,4,0,32,..,0,0,0,3,6,11,4,0,28,..,0,0,0,6,3,0,0,0,13,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,4,..,..,..,..,..,..,..,4,..,6,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,15,0,0,10,15,10,4,0,66
SAL21862,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,6,3,0,3,10,12,9,4,0,54,..,0,0,9,10,13,7,5,0,50,..,0,0,0,5,3,0,0,0,12,..,0,0,0,0,0,0,0,0,4,17,..,..,..,..,..,..,..,..,17,..,13,..,..,..,..,..,..,..,13,..,4,0,0,0,4,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,17,12,0,12,21,24,14,11,0,111
SAL21863,..,4,5,0,0,3,5,0,4,16,..,0,13,6,18,46,60,67,35,250,0,6,4,0,0,0,5,4,0,21,235,141,149,158,198,240,211,151,56,1527,..,0,82,160,204,288,253,148,45,1187,..,39,106,67,57,29,12,13,0,323,..,6,16,33,38,23,4,8,5,139,493,..,..,..,..,..,..,..,..,493,..,119,..,..,..,..,..,..,..,119,..,80,40,15,9,8,0,0,0,156,..,3,4,4,8,14,12,4,0,46,..,4,3,0,0,5,0,3,0,19,..,15,12,4,6,12,7,0,4,57,..,10,24,28,45,81,106,90,40,435,0,3,4,3,0,8,9,4,5,44,496,295,298,317,370,461,410,268,103,3019
SAL21864,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,..,0,0,0,0,3,0,0,0,7,..,0,0,0,0,4,0,0,0,3,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,8,0,0,0,22
SAL21865,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,10,0,0,0,0,3,0,0,0,0,3,8,13,11,3,17,20,7,11,3,88,..,0,4,3,17,27,21,20,3,89,..,3,3,0,0,3,3,4,0,20,..,0,0,0,4,5,0,0,0,11,22,..,..,..,..,..,..,..,..,22,..,5,..,..,..,..,..,..,..,5,..,0,4,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,5,0,0,4,0,3,6,19,0,0,4,0,3,0,0,0,0,8,22,16,25,11,22,38,19,21,5,186
SAL21866,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,..,0,0,0,0,6,6,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,7,6,0,0,20
SAL21867,..,0,3,0,5,3,7,0,0,16,..,3,12,12,11,27,48,41,25,183,0,0,0,4,0,3,5,0,0,12,158,72,109,118,106,156,178,98,36,1030,..,3,64,113,95,182,206,95,19,781,..,20,54,40,38,33,21,7,0,208,..,9,18,18,16,13,10,5,3,84,313,..,..,..,..,..,..,..,..,313,..,54,..,..,..,..,..,..,..,54,..,55,22,8,7,8,0,0,0,100,..,7,0,0,3,3,9,0,5,32,..,6,3,5,0,0,0,0,0,19,..,5,13,6,6,13,4,3,0,50,..,3,28,25,24,63,99,59,34,339,5,5,3,8,8,8,9,0,0,50,318,161,209,225,199,323,361,178,68,2029
SAL21868,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,7,3,0,0,28,..,0,0,0,3,15,5,0,0,29,..,0,0,6,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,13,..,..,..,..,..,..,..,..,13,..,7,..,..,..,..,..,..,..,7,..,8,0,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,13,12,0,3,9,12,10,0,0,60
SAL21869,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,..,0,0,0,0,3,4,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,10,3,4,0,0,20
SAL21870,..,0,0,0,0,0,0,0,0,0,..,0,3,3,0,3,0,3,0,13,0,0,0,0,0,0,0,0,0,0,22,10,8,15,20,21,12,3,0,114,..,0,5,18,27,32,16,5,0,107,..,4,11,13,0,0,3,0,0,24,..,0,0,3,3,0,3,0,0,7,37,..,..,..,..,..,..,..,..,37,..,7,..,..,..,..,..,..,..,7,..,5,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,3,4,3,3,0,3,0,18,0,0,0,0,0,0,0,0,0,0,37,21,22,37,36,38,20,10,0,224
SAL21871,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,10,..,0,0,3,0,3,4,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,4,0,0,8,3,5,7,3,0,26
SAL21872,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,5,5,7,4,0,0,25,..,0,0,3,0,3,0,4,0,20,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,17,..,..,..,..,..,..,..,..,17,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,17,8,0,7,0,6,9,4,0,50
SAL21873,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,..,0,0,4,7,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,6,0,0,18
SAL21874,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,4,7,9,9,14,0,0,0,51,..,0,4,5,12,14,10,4,0,43,..,0,3,6,4,4,0,0,0,14,..,0,0,0,4,0,0,0,0,3,22,..,..,..,..,..,..,..,..,22,..,3,..,..,..,..,..,..,..,3,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,3,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,5,..,0,7,0,8,5,0,4,0,24,0,0,0,0,0,0,0,0,0,0,22,12,17,20,26,32,15,9,0,144
SAL21875,..,0,0,0,4,3,0,0,0,3,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,50,24,19,26,28,30,15,3,0,202,..,0,13,38,31,44,27,6,0,162,..,0,10,10,3,9,0,0,0,29,..,0,0,0,3,0,0,0,0,9,90,..,..,..,..,..,..,..,..,90,..,24,..,..,..,..,..,..,..,24,..,25,5,0,0,0,0,0,0,35,..,5,4,0,0,0,0,0,0,10,..,4,0,0,0,0,0,0,0,8,..,0,0,0,6,3,0,0,0,16,..,0,4,0,7,6,0,3,0,16,0,0,0,0,0,0,0,0,0,11,90,55,39,52,54,62,34,11,0,395
SAL21876,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21877,..,0,0,0,0,0,0,0,0,0,..,0,3,0,4,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,39,31,17,23,43,38,39,16,5,247,..,0,6,33,61,62,55,24,0,245,..,0,7,8,14,0,7,4,0,42,..,0,0,0,8,5,0,0,0,13,86,..,..,..,..,..,..,..,..,86,..,37,..,..,..,..,..,..,..,37,..,28,12,7,0,0,0,0,0,42,..,0,0,0,0,0,4,0,3,11,..,4,0,0,0,0,0,0,0,4,..,0,3,0,0,3,5,0,0,11,..,0,3,0,9,0,12,4,0,35,0,3,0,0,0,0,5,0,0,6,86,68,34,51,83,75,83,30,8,521
SAL21878,..,0,4,0,0,0,0,0,0,3,..,0,3,0,11,3,12,5,0,40,5,9,0,0,0,0,0,0,0,14,98,51,60,52,66,79,52,16,0,473,..,0,28,62,92,96,68,15,3,368,..,5,24,17,16,7,6,0,0,85,..,3,4,9,7,11,4,3,0,44,181,..,..,..,..,..,..,..,..,181,..,50,..,..,..,..,..,..,..,50,..,41,38,3,0,0,0,0,0,91,..,6,3,0,0,10,5,4,3,23,..,3,0,0,0,7,0,0,0,4,..,0,3,0,0,8,6,0,0,14,..,0,7,4,14,15,19,9,10,73,5,5,9,0,0,0,0,0,0,18,181,114,118,105,142,154,101,27,10,956
SAL21879,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,3,4,4,3,20,0,0,0,0,0,0,0,0,0,0,63,51,32,43,55,57,35,15,5,353,..,0,25,65,80,78,46,18,3,317,..,8,11,10,14,12,8,0,0,64,..,0,0,0,7,0,8,5,0,17,122,..,..,..,..,..,..,..,..,122,..,51,..,..,..,..,..,..,..,51,..,35,11,4,4,0,0,0,0,52,..,0,0,0,0,4,7,0,3,15,..,3,3,0,0,0,0,0,0,6,..,0,0,0,0,4,0,0,0,4,..,0,0,0,3,12,10,9,5,37,0,0,0,0,0,0,0,0,0,0,122,99,55,81,105,116,75,29,12,688
SAL21880,..,0,4,0,0,0,0,0,0,4,..,0,0,0,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,7,9,5,3,5,15,13,16,3,0,73,..,0,3,5,22,23,20,9,0,77,..,3,4,3,3,3,0,0,0,17,..,0,0,0,0,0,0,0,0,4,23,..,..,..,..,..,..,..,..,23,..,5,..,..,..,..,..,..,..,5,..,5,4,0,0,0,0,0,0,12,..,0,0,0,0,0,6,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,7,0,0,0,0,0,0,8,..,0,0,0,3,9,11,3,0,26,0,0,0,0,0,0,0,0,0,4,25,8,12,9,37,40,35,9,0,182
SAL21881,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,3,4,4,3,0,6,0,0,26,..,0,0,3,4,3,5,0,0,19,..,3,6,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,0,..,..,..,..,..,..,..,0,..,5,0,0,0,0,3,0,0,11,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,5,3,4,5,3,4,0,48
SAL21882,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,13,0,0,11,0,4,4,0,0,36,..,0,0,15,8,7,4,0,0,35,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,21,..,..,..,..,..,..,..,..,21,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,4,0,0,0,0,3,0,0,4,..,0,0,0,0,4,0,4,0,10,0,0,0,0,0,0,0,0,0,0,21,4,0,12,8,9,8,0,0,74
SAL21883,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,..,0,3,0,5,0,0,0,0,8,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,5,..,..,..,..,..,..,..,..,5,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,8,0,0,0,0,15
SAL21884,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,3,11,5,4,3,0,31,..,0,0,5,16,8,9,0,0,35,..,0,0,4,5,0,0,0,0,9,..,0,0,0,0,0,0,0,0,3,7,..,..,..,..,..,..,..,..,7,..,3,..,..,..,..,..,..,..,3,..,4,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,5,0,0,3,0,0,0,0,3,0,0,0,0,3,7,16,0,6,18,13,11,3,4,78
