SAL_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SAL21885,..,0,0,0,0,4,0,0,0,4,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11,9,6,5,13,10,0,0,0,55,..,0,0,4,14,12,3,0,0,40,..,0,3,7,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,3,31,..,..,..,..,..,..,..,..,31,..,7,..,..,..,..,..,..,..,7,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,4,..,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,31,11,8,7,22,19,7,0,0,112
SAL21886,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,11,0,7,6,3,8,4,0,3,46,..,0,6,7,0,14,7,0,0,45,..,0,5,0,3,0,0,0,0,11,..,0,0,0,0,0,0,0,0,3,22,..,..,..,..,..,..,..,..,22,..,0,..,..,..,..,..,..,..,0,..,0,0,0,4,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,3,3,12,0,0,0,0,0,0,0,0,0,0,22,3,17,5,7,21,15,7,3,103
SAL21887,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,7,9,10,10,5,0,0,45,..,0,0,9,5,7,3,0,0,32,..,0,3,5,0,3,0,0,0,13,..,0,0,0,0,0,0,0,0,4,20,..,..,..,..,..,..,..,..,20,..,7,..,..,..,..,..,..,..,7,..,4,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,20,15,11,15,9,11,6,0,3,93
SAL21888,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,7,8,4,0,0,28,..,0,0,6,4,5,3,0,0,20,..,0,0,4,0,3,0,0,0,5,..,0,0,0,0,0,0,0,0,0,15,..,..,..,..,..,..,..,..,15,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,15,0,0,13,7,12,14,3,0,64
SAL21889,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,12,12,11,14,14,11,28,4,0,110,..,0,10,26,14,22,25,13,0,106,..,0,5,4,0,0,9,0,0,25,..,0,3,0,0,0,0,0,0,8,27,..,..,..,..,..,..,..,..,27,..,12,..,..,..,..,..,..,..,12,..,15,0,0,0,0,0,0,0,16,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,0,3,3,4,8,0,0,30,0,0,0,0,0,0,0,0,0,4,27,31,17,33,21,31,49,13,0,231
SAL21890,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,18,..,0,0,5,10,4,3,3,0,21,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,12,..,..,..,..,..,..,..,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,13,0,5,10,8,3,3,0,50
SAL21891,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,11,..,0,3,7,3,5,3,3,0,22,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,9,..,..,..,..,..,..,..,..,9,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,3,3,7,0,4,3,5,0,31
SAL21892,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,3,9,6,4,16,0,0,0,0,0,0,0,0,0,0,49,13,10,35,28,26,34,9,5,214,..,0,10,43,38,41,52,13,0,194,..,3,4,18,6,8,3,4,0,49,..,0,0,0,4,0,0,0,0,10,98,..,..,..,..,..,..,..,..,98,..,8,..,..,..,..,..,..,..,8,..,15,7,0,0,0,0,0,0,23,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,0,..,0,0,3,3,11,8,10,7,40,0,0,0,0,0,0,0,0,0,8,98,32,22,68,53,61,71,21,8,437
SAL21893,..,28,69,11,23,48,14,6,3,207,..,21,109,73,117,176,185,137,67,880,21,29,28,19,9,21,10,8,4,152,2508,1686,2118,1816,1770,1617,962,484,170,13141,..,54,1508,2333,2218,2082,1181,541,89,10008,..,226,782,391,287,202,68,19,4,1970,..,29,193,269,356,249,108,53,39,1297,5068,..,..,..,..,..,..,..,..,5068,..,1633,..,..,..,..,..,..,..,1633,..,1198,903,196,96,54,15,0,0,2458,..,157,153,73,74,106,106,81,50,803,..,94,133,44,23,17,9,0,0,314,..,78,195,60,57,87,47,12,3,540,..,49,223,224,294,376,300,200,96,1760,44,61,72,37,25,30,32,9,0,315,5113,3568,4152,3624,3431,3199,1873,921,279,26176
SAL21894,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,30,31,17,22,37,29,17,10,0,198,..,0,16,31,43,56,32,15,4,193,..,0,11,9,12,5,5,0,0,38,..,0,0,0,4,3,0,0,0,13,69,..,..,..,..,..,..,..,..,69,..,31,..,..,..,..,..,..,..,31,..,25,14,0,0,0,0,0,0,47,..,0,0,0,0,0,0,6,0,7,..,0,3,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,3,69,62,50,45,62,71,33,17,7,421
SAL21895,..,0,10,4,8,0,4,3,0,24,..,0,3,0,5,24,22,24,9,90,0,6,6,0,5,0,0,0,0,30,652,607,340,415,628,570,342,161,48,3760,..,17,215,621,1006,973,600,197,32,3663,..,15,82,50,84,49,20,8,3,306,..,4,14,34,44,42,7,9,4,162,1360,..,..,..,..,..,..,..,..,1360,..,696,..,..,..,..,..,..,..,696,..,436,336,45,19,7,0,0,0,842,..,25,15,7,8,17,31,49,28,181,..,15,6,9,3,8,0,0,0,46,..,10,10,12,14,12,10,7,0,59,..,8,9,9,24,45,40,36,18,177,4,23,14,8,8,4,3,0,0,63,1363,1250,696,793,1208,1149,718,302,80,7558
SAL21896,..,24,23,9,7,22,11,8,0,123,..,4,36,36,71,103,111,77,20,473,15,49,18,3,16,11,8,8,0,131,3221,2413,1801,2183,2395,1614,881,380,101,14997,..,82,1389,3059,3516,2429,1214,456,57,12211,..,115,472,364,339,177,43,8,5,1524,..,26,119,260,400,245,86,48,22,1205,6598,..,..,..,..,..,..,..,..,6598,..,2787,..,..,..,..,..,..,..,2787,..,1658,1135,200,71,39,7,0,0,3105,..,143,173,45,71,108,132,92,48,810,..,78,113,43,33,14,13,3,0,300,..,53,77,42,29,50,31,8,0,282,..,17,84,106,174,188,162,109,33,870,29,82,53,19,21,17,18,9,3,262,6632,5042,3606,4138,4650,3267,1708,741,161,29949
SAL21897,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,9,..,0,0,4,0,0,0,0,0,5,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,0,3,3,0,0,0,0,0,18
SAL21898,..,6,3,0,4,9,6,0,0,21,..,8,10,6,7,34,37,36,16,147,0,0,0,0,0,0,9,0,0,8,138,112,89,91,110,143,125,74,30,904,..,5,50,108,100,153,128,55,20,614,..,18,60,33,32,18,16,6,0,185,..,0,13,16,24,10,8,11,9,87,299,..,..,..,..,..,..,..,..,299,..,96,..,..,..,..,..,..,..,96,..,85,27,8,14,6,4,0,0,138,..,5,3,3,4,8,7,7,0,35,..,6,5,0,4,0,0,0,0,14,..,6,11,4,5,13,13,0,0,47,..,9,12,10,26,73,79,63,26,293,0,0,3,0,5,0,6,0,0,22,297,226,173,187,214,281,257,139,49,1830
SAL21899,..,0,0,0,0,0,0,0,0,0,..,0,3,0,5,7,10,9,11,43,0,0,0,0,3,0,0,3,0,10,35,24,19,32,39,43,28,20,11,243,..,0,13,28,29,48,29,21,4,174,..,4,12,13,18,11,0,0,0,67,..,0,0,8,5,5,0,3,0,15,58,..,..,..,..,..,..,..,..,58,..,18,..,..,..,..,..,..,..,18,..,13,3,0,0,0,0,0,0,19,..,0,4,0,0,0,3,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,9,..,0,7,3,9,26,14,8,11,83,0,0,0,0,3,4,3,3,0,16,58,34,47,53,68,102,56,34,15,464
SAL21900,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,5,7,11,5,0,0,41,..,0,0,6,5,11,4,3,0,40,..,5,0,0,0,0,0,0,0,3,..,0,0,0,0,5,0,0,0,4,14,..,..,..,..,..,..,..,..,14,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,14,6,4,6,11,17,11,3,3,77
SAL21901,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,14,..,0,0,0,5,10,0,0,0,17,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,7,..,..,..,..,..,..,..,..,7,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,7,7,10,0,0,0,38
SAL21902,..,0,0,0,0,5,0,0,0,5,..,0,0,0,3,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,6,9,3,6,8,6,8,3,3,52,..,0,0,4,3,11,5,3,0,34,..,0,0,0,0,4,4,0,0,10,..,0,0,0,0,4,0,0,0,4,11,..,..,..,..,..,..,..,..,11,..,5,..,..,..,..,..,..,..,5,..,6,3,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,5,0,0,3,..,0,0,0,8,4,0,4,3,15,0,0,0,0,0,0,0,0,0,0,11,9,7,4,15,18,12,9,4,93
SAL21903,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,27,15,11,11,13,18,21,5,0,128,..,0,6,22,29,25,36,5,3,121,..,0,8,11,0,4,0,0,0,21,..,0,0,0,4,0,0,0,0,5,53,..,..,..,..,..,..,..,..,53,..,14,..,..,..,..,..,..,..,14,..,10,0,0,3,0,0,0,0,11,..,0,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,53,33,16,31,34,28,47,9,4,257
SAL21904,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,5,7,9,0,31,..,0,0,4,3,3,7,6,0,25,..,0,7,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,0,8,12,..,..,..,..,..,..,..,..,12,..,0,..,..,..,..,..,..,..,0,..,7,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,12,7,8,5,6,11,11,11,0,67
SAL21905,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL21906,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,0,0,13,..,0,0,0,4,3,6,0,0,12,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,4,..,..,..,..,..,..,..,..,4,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,6,3,3,4,3,6,0,0,23
SAL21907,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,7,0,3,0,0,0,0,0,0,0,4,19,10,4,9,15,26,14,8,0,97,..,0,0,10,15,35,24,5,3,90,..,0,0,5,6,7,0,3,0,25,..,0,0,0,0,4,0,0,0,6,24,..,..,..,..,..,..,..,..,24,..,17,..,..,..,..,..,..,..,17,..,5,5,0,0,0,0,0,0,7,..,3,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,4,8,0,0,10,0,4,0,0,0,0,0,0,0,9,26,19,5,20,24,49,30,8,3,199
SAL21908,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,14,6,3,15,13,14,13,0,0,80,..,0,0,10,12,12,22,3,0,62,..,0,8,4,9,5,4,0,0,26,..,0,0,4,0,0,0,0,0,0,25,..,..,..,..,..,..,..,..,25,..,6,..,..,..,..,..,..,..,6,..,8,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,6,3,3,0,18,0,0,0,0,0,0,0,0,0,0,25,23,11,21,24,25,27,4,0,155
SAL21909,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,6,3,7,7,14,15,0,0,71,..,0,0,4,0,10,23,10,0,48,..,0,3,9,6,0,4,0,0,19,..,0,0,0,0,0,0,0,0,10,14,..,..,..,..,..,..,..,..,14,..,5,..,..,..,..,..,..,..,5,..,0,0,5,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,6,0,0,16,0,3,0,0,0,0,0,0,0,4,14,12,7,18,10,21,32,11,0,126
SAL21910,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,29,..,0,0,0,0,10,3,0,0,12,..,0,3,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,8,..,..,..,..,..,..,..,..,8,..,3,..,..,..,..,..,..,..,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,8,3,0,5,8,3,0,0,41
SAL21911,..,0,0,0,0,3,3,4,0,9,..,0,4,5,0,11,20,16,9,59,0,5,6,0,0,0,4,0,0,14,111,69,84,66,69,104,113,54,22,698,..,0,54,82,104,140,144,81,17,616,..,10,51,29,17,17,9,0,0,143,..,0,4,15,13,3,5,6,5,47,253,..,..,..,..,..,..,..,..,253,..,63,..,..,..,..,..,..,..,63,..,51,24,7,9,3,0,0,0,93,..,4,4,0,0,7,6,0,7,32,..,4,0,0,0,0,0,0,0,9,..,0,0,0,0,4,9,7,0,14,..,3,8,9,10,30,41,27,9,135,3,5,4,0,5,6,5,0,0,29,256,141,155,139,154,212,219,121,35,1428
SAL21912,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,26,3,9,13,23,38,17,8,0,133,..,0,3,13,20,45,21,9,0,116,..,0,10,9,11,11,10,4,0,44,..,0,0,6,3,3,0,0,0,15,45,..,..,..,..,..,..,..,..,45,..,11,..,..,..,..,..,..,..,11,..,5,7,0,0,0,0,0,0,12,..,0,0,0,0,3,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,0,0,0,0,8,..,0,0,0,9,4,3,0,0,17,0,0,0,0,0,0,0,0,0,3,45,26,16,25,45,68,38,12,0,275
SAL21913,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL21914,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,6,0,0,3,12,17,14,4,4,69,..,0,0,7,7,21,30,7,0,75,..,0,6,0,5,5,4,0,0,17,..,0,0,0,0,0,0,0,0,3,3,..,..,..,..,..,..,..,..,3,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,4,0,0,4,..,0,0,0,6,11,9,4,0,32,0,0,4,0,0,0,5,0,5,8,3,0,8,13,25,37,50,11,4,148
SAL21915,..,0,0,0,0,0,6,0,0,6,..,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,23,8,13,8,14,12,21,5,0,109,..,0,3,5,23,22,25,7,0,89,..,0,8,12,7,4,9,0,0,32,..,0,0,0,3,0,0,0,0,7,48,..,..,..,..,..,..,..,..,48,..,11,..,..,..,..,..,..,..,11,..,10,5,0,0,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,6,0,0,6,..,0,0,0,0,0,10,0,0,15,0,3,0,0,0,0,0,0,0,0,48,24,14,19,33,27,42,15,0,219
SAL21916,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,4,3,3,0,0,23,..,0,4,0,0,7,3,0,0,16,..,0,3,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,10,..,..,..,..,..,..,..,..,10,..,0,..,..,..,..,..,..,..,0,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,12,0,4,5,5,0,0,38
SAL21917,..,0,0,0,0,0,0,0,0,7,..,0,0,6,9,15,7,11,0,41,0,7,0,0,0,0,3,0,0,5,82,59,38,62,86,76,42,16,7,470,..,0,28,87,122,107,54,16,6,422,..,8,14,17,21,5,7,0,0,74,..,3,4,3,6,11,0,0,0,33,183,..,..,..,..,..,..,..,..,183,..,65,..,..,..,..,..,..,..,65,..,36,16,8,0,0,0,0,0,66,..,4,8,0,0,0,0,3,0,15,..,0,4,0,0,0,0,0,0,10,..,0,7,0,0,0,0,3,0,12,..,0,0,5,11,21,13,11,4,63,0,6,0,0,4,0,3,0,0,18,187,122,88,116,170,154,82,32,11,948
SAL21918,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,5,..,0,0,0,4,4,0,0,0,5,..,0,4,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,..,..,..,..,..,..,..,..,0,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,14
SAL21919,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,13,3,4,11,7,3,5,0,0,48,..,0,3,10,8,13,5,0,0,44,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,26,..,..,..,..,..,..,..,..,26,..,0,..,..,..,..,..,..,..,0,..,3,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,4,5,0,0,12,0,0,0,0,0,5,0,0,0,7,26,13,10,13,9,20,9,0,0,104
SAL21920,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,4,0,5,7,0,0,0,21,..,0,4,7,9,5,0,0,0,13,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,0,0,13,..,..,..,..,..,..,..,..,13,..,0,..,..,..,..,..,..,..,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,3,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,6,16,6,6,7,8,5,0,0,0,45
